cycle,day,Temp,B_mean,B_sd,CTmin_mean,CTmin_sd,CTmax_mean,CTmax_sd,Topt_mean,Topt_sd,B_CTmin_cov,fitness_mean,fitness_sd
5000,10,17.5,31.1686,1.42759,4.74459,1.34782,35.9132,1.94192,25.5236,1.63299,-0.0417943,1.0,0.0
5001,20,20.5388,31.1659,1.4163,4.73914,1.3458,35.9051,1.93539,25.5164,1.62946,-0.035672,0.748803,0.110106
5002,30,23.4854,31.0915,1.41126,4.71177,1.32865,35.8033,1.89674,25.4395,1.59507,-0.0796785,0.838061,0.109651
5003,40,26.25,31.0451,1.39706,4.7277,1.32591,35.7728,1.88089,25.4244,1.58455,-0.0860297,0.809081,0.132638
5004,50,28.7488,31.0543,1.39326,4.82222,1.31418,35.8765,1.86804,25.5251,1.57184,-0.0893423,0.694875,0.168976
5005,60,30.9058,31.1155,1.38057,4.96308,1.30592,36.0786,1.83879,25.7067,1.54888,-0.115121,0.544028,0.199434
5006,70,32.6554,31.2562,1.36924,5.16888,1.29802,36.4251,1.8119,26.0064,1.52763,-0.138356,0.408795,0.211904
5007,80,33.9446,31.4678,1.35466,5.44717,1.28737,36.915,1.77203,26.4257,1.49601,-0.176164,0.327896,0.207205
5008,90,34.7341,31.7023,1.3381,5.72684,1.27542,37.4292,1.72909,26.8617,1.46202,-0.21372,0.299754,0.201576
5009,100,35.0,31.8917,1.32995,5.96692,1.26314,37.8586,1.71134,27.228,1.44612,-0.2178,0.318116,0.20433
5010,110,34.7341,31.9954,1.32345,6.12962,1.2588,38.1251,1.69475,27.4599,1.43309,-0.231949,0.384092,0.214293
5011,120,33.9446,32.0031,1.31855,6.22263,1.25928,38.2258,1.6897,27.5581,1.43025,-0.234637,0.48869,0.227537
5012,130,32.6554,31.9276,1.32084,6.238,1.26039,38.1656,1.69598,27.5231,1.43506,-0.228422,0.61213,0.242806
5013,140,30.9058,31.8148,1.31979,6.21571,1.26326,38.0305,1.69832,27.4256,1.43796,-0.226683,0.729421,0.253605
5014,150,28.7488,31.7001,1.32275,6.17688,1.26254,37.8769,1.70634,27.3103,1.44346,-0.216034,0.799606,0.255169
5015,160,26.25,31.5638,1.32361,6.11876,1.27031,37.6826,1.72746,27.1613,1.46219,-0.190754,0.792727,0.23304
5016,170,23.4854,31.4189,1.32409,6.03037,1.26545,37.4492,1.72721,26.9763,1.46049,-0.185662,0.694121,0.188906
5017,180,20.5388,31.2926,1.32403,5.9161,1.26976,37.2087,1.73069,26.7778,1.46448,-0.185036,0.521808,0.140058
5018,190,17.5,31.1723,1.32979,5.75661,1.26888,36.9289,1.7548,26.5381,1.48209,-0.14954,0.337187,0.0956176
5019,200,14.4612,31.0533,1.33202,5.56523,1.26787,36.6186,1.761,26.2675,1.48625,-0.140326,0.190277,0.0584097
5020,210,11.5146,30.9733,1.3394,5.33561,1.27189,36.3089,1.77789,25.9845,1.49928,-0.125399,0.0967881,0.0333163
5021,220,8.75,30.9094,1.34413,5.07252,1.26776,35.9819,1.78277,25.6788,1.50103,-0.117815,0.046551,0.0177141
5022,230,6.2512,30.8711,1.34079,4.75324,1.27146,35.6243,1.7879,25.3339,1.50679,-0.108888,0.0227595,0.00946926
5023,240,4.0942,30.8715,1.34281,4.41148,1.27137,35.283,1.79537,24.9925,1.51229,-0.0980774,0.0119444,0.00526518
5024,250,2.3446,30.9096,1.34291,4.05355,1.27867,34.9631,1.80708,24.6599,1.52357,-0.0864317,0.0071509,0.00328153
5025,260,1.0554,30.9345,1.35037,3.67491,1.28593,34.6094,1.81358,24.2979,1.52928,-0.0940101,0.00515738,0.00238082
5026,270,0.2659,30.9955,1.35357,3.28029,1.29895,34.2758,1.82112,23.944,1.53827,-0.101459,0.00461971,0.00207328
5027,280,0.0,31.0578,1.339,2.89209,1.30807,33.9499,1.81846,23.5973,1.54157,-0.09859,0.00514854,0.00216581
5028,290,0.2659,31.1085,1.35325,2.52999,1.3228,33.6385,1.82987,23.269,1.55197,-0.116331,0.00706456,0.00270138
5029,300,1.0554,31.1496,1.34633,2.20037,1.3415,33.35,1.82285,22.9668,1.55314,-0.144726,0.0114934,0.0038423
5030,310,2.3446,31.1817,1.33766,1.90292,1.34519,33.0846,1.82428,22.6907,1.55699,-0.13544,0.0212856,0.00596876
5031,320,4.0942,31.1786,1.34526,1.67687,1.3609,32.8555,1.83236,22.4626,1.56638,-0.152124,0.0420696,0.00966032
5032,330,6.2512,31.1247,1.34439,1.49863,1.36334,32.6233,1.83399,22.2484,1.56852,-0.151295,0.0844311,0.0155434
5033,340,8.75,31.0585,1.34973,1.394,1.36529,32.4525,1.82271,22.0997,1.55928,-0.181753,0.162093,0.024497
5034,350,11.5146,30.9648,1.34678,1.34927,1.37026,32.314,1.82338,21.9924,1.56182,-0.183358,0.283068,0.0387805
5035,360,14.4612,30.8707,1.35543,1.36635,1.36171,32.237,1.8252,21.9468,1.55907,-0.180048,0.433212,0.0624447
5036,370,17.5,30.7887,1.34815,1.45568,1.35986,32.2444,1.81821,21.9815,1.55449,-0.180415,0.569162,0.0956853
5037,380,20.5388,30.7165,1.35087,1.59825,1.35582,32.3147,1.82305,22.0759,1.55656,-0.169811,0.640563,0.131182
5038,390,23.4854,30.6794,1.35043,1.78498,1.34006,32.4644,1.81146,22.2379,1.54303,-0.169014,0.622845,0.15993
5039,400,26.25,30.6789,1.3503,2.03012,1.32815,32.709,1.79819,22.4827,1.52921,-0.176907,0.526794,0.183123
5040,410,28.7488,30.7681,1.33601,2.32399,1.30398,33.0921,1.77518,22.8361,1.50697,-0.167012,0.38543,0.199099
5041,420,30.9058,30.9772,1.32576,2.68885,1.29027,33.666,1.7521,23.3403,1.48692,-0.176282,0.256636,0.195374
5042,430,32.6554,31.3325,1.30943,3.17808,1.26456,34.5106,1.70955,24.0664,1.44927,-0.195579,0.189207,0.18119
5043,440,33.9446,31.7853,1.30982,3.6988,1.24305,35.4841,1.69755,24.889,1.43351,-0.189553,0.174931,0.177523
5044,450,34.7341,32.2376,1.30134,4.20552,1.22335,36.4432,1.66501,25.6973,1.40382,-0.2089,0.201403,0.182773
5045,460,35.0,32.6123,1.30179,4.60193,1.20975,37.2142,1.64109,26.3434,1.38083,-0.232499,0.262573,0.190236
5046,470,34.7341,32.8375,1.2992,4.87368,1.20275,37.7112,1.62858,26.7653,1.36941,-0.241127,0.351175,0.196349
5047,480,33.9446,32.9087,1.30171,5.03572,1.19741,37.9444,1.62414,26.9748,1.36379,-0.245219,0.465066,0.200851
5048,490,32.6554,32.8806,1.29898,5.09277,1.19979,37.9734,1.62912,27.0132,1.36902,-0.23641,0.589966,0.211016
5049,500,30.9058,32.7968,1.29418,5.1178,1.20155,37.9146,1.63831,26.9823,1.37783,-0.217282,0.70247,0.225959
5050,510,28.7488,32.6674,1.30045,5.10883,1.20133,37.7762,1.63785,26.8871,1.37609,-0.225906,0.780387,0.223932
5051,520,26.25,32.5389,1.29907,5.09124,1.20636,37.6302,1.65032,26.7839,1.38772,-0.209664,0.78118,0.209978
5052,530,23.4854,32.4093,1.2969,5.0462,1.20598,37.4555,1.6549,26.6524,1.3917,-0.198822,0.693534,0.174488
5053,540,20.5388,32.2869,1.2963,4.97421,1.20242,37.2611,1.65773,26.4988,1.39304,-0.189065,0.533638,0.130734
5054,550,17.5,32.1635,1.29381,4.87778,1.20715,37.0412,1.67634,26.3201,1.40967,-0.160519,0.353666,0.0906163
5055,560,14.4612,32.0599,1.29936,4.74273,1.21412,36.8026,1.68322,26.116,1.41598,-0.164604,0.205121,0.0563476
5056,570,11.5146,31.9759,1.29467,4.55971,1.20956,36.5356,1.68126,25.877,1.41408,-0.15629,0.107732,0.032033
5057,580,8.75,31.9091,1.298,4.349,1.21724,36.2581,1.69132,25.6217,1.42356,-0.152957,0.0534307,0.0175926
5058,590,6.2512,31.8687,1.29803,4.11384,1.22672,35.9825,1.69885,25.3596,1.43223,-0.151808,0.0264759,0.00953201
5059,600,4.0942,31.8661,1.30277,3.85516,1.22858,35.7213,1.70836,25.0993,1.43932,-0.144073,0.0139746,0.00537736
5060,610,2.3446,31.8837,1.29952,3.55896,1.23757,35.4427,1.71541,24.8148,1.44811,-0.138838,0.00839519,0.00336819
5061,620,1.0554,31.9288,1.29161,3.24478,1.2462,35.1735,1.71144,24.5306,1.44901,-0.14613,0.00599335,0.00243113
5062,630,0.2659,31.9797,1.29802,2.92426,1.26781,34.9039,1.72614,24.244,1.46552,-0.156316,0.00523322,0.00209054
5063,640,0.0,32.0411,1.29422,2.60589,1.27647,34.647,1.72906,23.9667,1.47105,-0.157364,0.00566685,0.0021307
5064,650,0.2659,32.1053,1.30593,2.29412,1.28929,34.3994,1.73838,23.6977,1.47978,-0.172871,0.00751266,0.00256772
5065,660,1.0554,32.1499,1.31144,2.01272,1.30358,34.1626,1.7455,23.446,1.48843,-0.186209,0.0118368,0.00357135
5066,670,2.3446,32.1642,1.3167,1.76182,1.31999,33.9261,1.75816,23.2046,1.50209,-0.192471,0.0212052,0.0054516
5067,680,4.0942,32.1501,1.30931,1.56394,1.3161,33.7141,1.75019,22.9973,1.49617,-0.19162,0.0408715,0.00859041
5068,690,6.2512,32.1299,1.31745,1.42048,1.31844,33.5504,1.75658,22.8404,1.50026,-0.194197,0.0802195,0.0138021
5069,700,8.75,32.0616,1.31307,1.33332,1.3177,33.3949,1.74959,22.7077,1.49544,-0.199707,0.152103,0.0220971
5070,710,11.5146,31.9814,1.31016,1.30942,1.32536,33.2908,1.74493,22.6303,1.49463,-0.214155,0.264868,0.0357572
5071,720,14.4612,31.8848,1.30862,1.33136,1.33039,33.2162,1.74506,22.5879,1.49652,-0.2186,0.408217,0.0581629
5072,730,17.5,31.8001,1.31091,1.42836,1.32,33.2285,1.74666,22.6285,1.49425,-0.205044,0.546828,0.0891835
5073,740,20.5388,31.726,1.30172,1.56263,1.31389,33.2886,1.72966,22.7133,1.481,-0.214531,0.631418,0.12127
5074,750,23.4854,31.6673,1.29854,1.73421,1.29977,33.4015,1.72879,22.8457,1.47679,-0.193443,0.634797,0.146686
5075,760,26.25,31.6446,1.3049,1.94516,1.2921,33.5898,1.72534,23.0416,1.47059,-0.197742,0.561483,0.166679
5076,770,28.7488,31.6727,1.28577,2.1965,1.27212,33.8692,1.70045,23.3116,1.44905,-0.189987,0.436998,0.183449
5077,780,30.9058,31.7974,1.28325,2.5104,1.25576,34.3078,1.67991,23.7086,1.42867,-0.200776,0.306382,0.189779
5078,790,32.6554,32.0261,1.27752,2.88819,1.22822,34.9143,1.65506,24.2389,1.40225,-0.200687,0.21593,0.180123
5079,800,33.9446,32.389,1.26463,3.31895,1.20625,35.708,1.61816,24.9116,1.36939,-0.217942,0.184708,0.172091
5080,810,34.7341,32.7599,1.26395,3.75656,1.18645,36.5164,1.59356,25.5965,1.34431,-0.232911,0.199815,0.174414
5081,820,35.0,33.0794,1.26774,4.1215,1.17,37.2009,1.58443,26.1745,1.33145,-0.232828,0.252616,0.181809
5082,830,34.7341,33.2753,1.26853,4.37472,1.1571,37.65,1.5694,26.5583,1.31556,-0.242513,0.340814,0.185794
5083,840,33.9446,33.3478,1.26517,4.52102,1.14916,37.8688,1.56107,26.7529,1.30733,-0.242158,0.454477,0.187278
5084,850,32.6554,33.3262,1.26591,4.62492,1.15208,37.9511,1.57251,26.8424,1.31713,-0.228522,0.57721,0.196909
5085,860,30.9058,33.2437,1.26371,4.65382,1.14194,37.8975,1.56891,26.8163,1.31178,-0.219766,0.690387,0.209411
5086,870,28.7488,33.1291,1.25628,4.66121,1.1529,37.7903,1.58067,26.7472,1.3259,-0.204453,0.763923,0.214042
5087,880,26.25,33.0158,1.26099,4.6547,1.15419,37.6705,1.58741,26.6652,1.33064,-0.201202,0.768945,0.19983
5088,890,23.4854,32.8867,1.26002,4.62474,1.15543,37.5115,1.58837,26.5492,1.33197,-0.199871,0.686854,0.166756
5089,900,20.5388,32.782,1.26207,4.58606,1.15396,37.368,1.5961,26.4407,1.33727,-0.188454,0.530622,0.128256
5090,910,17.5,32.657,1.2576,4.51382,1.15182,37.1708,1.59769,26.2852,1.33885,-0.177812,0.355885,0.0865685
5091,920,14.4612,32.5528,1.25071,4.41893,1.15887,36.9718,1.59577,26.1208,1.34078,-0.18039,0.208406,0.0533039
5092,930,11.5146,32.4736,1.25677,4.28114,1.16153,36.7548,1.61733,25.9302,1.35741,-0.156425,0.110068,0.0311547
5093,940,8.75,32.4074,1.25914,4.1036,1.16672,36.511,1.61568,25.7086,1.3571,-0.168124,0.0550121,0.0169201
5094,950,6.2512,32.3809,1.25135,3.91008,1.16666,36.291,1.6184,25.4973,1.36084,-0.153861,0.0273714,0.00916057
5095,960,4.0942,32.3659,1.25698,3.68719,1.17497,36.0531,1.62726,25.2645,1.36908,-0.156285,0.0144902,0.00519349
5096,970,2.3446,32.3851,1.25003,3.44631,1.18311,35.8314,1.62869,25.0364,1.37396,-0.154849,0.00865118,0.00324592
5097,980,1.0554,32.4213,1.26254,3.18298,1.19377,35.6043,1.63948,24.7972,1.38301,-0.165609,0.00611024,0.00233593
5098,990,0.2659,32.4903,1.26577,2.89763,1.20443,35.3879,1.6464,24.5578,1.3909,-0.171097,0.00529971,0.00198904
5099,1000,0.0,32.5573,1.26524,2.61986,1.22323,35.1771,1.65772,24.3247,1.40537,-0.174531,0.00566838,0.00203579
5100,1010,0.2659,32.6021,1.26556,2.35137,1.2372,34.9535,1.66388,24.0861,1.4142,-0.1819,0.00741956,0.00245472
5101,1020,1.0554,32.6403,1.26634,2.10052,1.2536,34.7408,1.66879,23.8607,1.4227,-0.195135,0.0115525,0.0033979
5102,1030,2.3446,32.6646,1.27077,1.88832,1.26241,34.5529,1.67875,23.6647,1.43219,-0.195163,0.0204611,0.00516377
5103,1040,4.0942,32.6614,1.27269,1.71049,1.27399,34.3719,1.68568,23.4847,1.44063,-0.200634,0.0391797,0.0082503
5104,1050,6.2512,32.6321,1.28071,1.56794,1.28266,34.2,1.68905,23.3227,1.44424,-0.216271,0.0769028,0.0132844
5105,1060,8.75,32.5844,1.27185,1.47588,1.28436,34.0603,1.68464,23.1988,1.44305,-0.214586,0.14601,0.0211945
5106,1070,11.5146,32.5087,1.27432,1.44854,1.28068,33.9572,1.68263,23.121,1.43991,-0.216382,0.255757,0.0335176
5107,1080,14.4612,32.4323,1.26392,1.46583,1.27425,33.8982,1.66817,23.0874,1.42878,-0.219221,0.398633,0.0529077
5108,1090,17.5,32.3505,1.26101,1.52992,1.27604,33.8804,1.66464,23.0969,1.42714,-0.223694,0.539543,0.0812251
5109,1100,20.5388,32.2778,1.25923,1.63829,1.26617,33.9161,1.66587,23.1568,1.42552,-0.206851,0.632125,0.111748
5110,1110,23.4854,32.2171,1.25869,1.78504,1.25879,34.0022,1.66103,23.2631,1.41967,-0.204918,0.646423,0.137338
5111,1120,26.25,32.1922,1.26302,1.9635,1.24746,34.1557,1.65547,23.425,1.41113,-0.205402,0.58438,0.155433
5112,1130,28.7488,32.1979,1.24893,2.17594,1.23332,34.3738,1.63284,23.6412,1.39206,-0.207383,0.468638,0.17088
5113,1140,30.9058,32.2872,1.24575,2.42075,1.22165,34.7079,1.62455,23.9455,1.38277,-0.202574,0.336163,0.182329
5114,1150,32.6554,32.4678,1.23532,2.75626,1.19879,35.2241,1.5889,24.4015,1.35018,-0.219249,0.239473,0.177384
5115,1160,33.9446,32.7389,1.23343,3.13736,1.17689,35.8763,1.57228,24.9633,1.33103,-0.217177,0.195569,0.170087
5116,1170,34.7341,33.0612,1.22546,3.51784,1.15652,36.5791,1.55419,25.5587,1.31243,-0.211891,0.200734,0.170276
5117,1180,35.0,33.3451,1.23297,3.8583,1.13516,37.2034,1.53082,26.0884,1.28607,-0.232688,0.249463,0.17606
5118,1190,34.7341,33.5423,1.22916,4.08925,1.12393,37.6316,1.51929,26.4508,1.27442,-0.232904,0.335088,0.178926
5119,1200,33.9446,33.6248,1.23523,4.24379,1.12379,37.8686,1.52034,26.6603,1.27392,-0.238625,0.447785,0.1798
5120,1210,32.6554,33.596,1.23204,4.33375,1.11273,37.9298,1.51878,26.7311,1.27012,-0.224701,0.570613,0.185956
5121,1220,30.9058,33.5211,1.23689,4.37486,1.11049,37.896,1.52625,26.7223,1.27438,-0.216824,0.679844,0.200741
5122,1230,28.7488,33.4115,1.23611,4.39782,1.11146,37.8093,1.52275,26.6721,1.27203,-0.222288,0.756401,0.202323
5123,1240,26.25,33.2957,1.23595,4.39521,1.11671,37.6909,1.54218,26.5923,1.28909,-0.198143,0.761233,0.191734
5124,1250,23.4854,33.1851,1.22652,4.37936,1.11474,37.5645,1.53337,26.5028,1.28351,-0.197885,0.680879,0.16126
5125,1260,20.5388,33.0684,1.2271,4.34802,1.11546,37.4164,1.54019,26.3936,1.28903,-0.188914,0.529641,0.12324
5126,1270,17.5,32.959,1.22663,4.28125,1.11543,37.2403,1.54763,26.2539,1.29504,-0.176828,0.357,0.0840652
5127,1280,14.4612,32.862,1.22515,4.20376,1.11747,37.0657,1.54855,26.1118,1.29667,-0.175863,0.210303,0.052078
5128,1290,11.5146,32.7942,1.22865,4.09718,1.1243,36.8914,1.5562,25.96,1.30399,-0.175939,0.111492,0.030035
5129,1300,8.75,32.7353,1.2205,3.95235,1.12542,36.6876,1.55122,25.7759,1.30206,-0.174954,0.0558767,0.0164556
5130,1310,6.2512,32.7072,1.22721,3.78194,1.13192,36.4892,1.55649,25.5867,1.30672,-0.18231,0.02789,0.00888992
5131,1320,4.0942,32.7083,1.21813,3.59852,1.14128,36.3068,1.56003,25.4041,1.31411,-0.176333,0.0147359,0.00507791
5132,1330,2.3446,32.7279,1.2256,3.38029,1.14636,36.1082,1.57205,25.1989,1.32356,-0.172455,0.00877812,0.00316064
5133,1340,1.0554,32.7659,1.22685,3.14759,1.15874,35.9135,1.58205,24.9916,1.33479,-0.172484,0.00618371,0.00227737
5134,1350,0.2659,32.8165,1.22946,2.89901,1.16747,35.7155,1.58495,24.7767,1.33908,-0.181233,0.00531145,0.00192943
5135,1360,0.0,32.8776,1.22762,2.64861,1.17358,35.5262,1.59029,24.567,1.34544,-0.17766,0.00562914,0.00195625
5136,1370,0.2659,32.9265,1.23666,2.41298,1.18594,35.3394,1.59819,24.364,1.35343,-0.190773,0.00730042,0.00234899
5137,1380,1.0554,32.9597,1.2274,2.19659,1.20197,35.1563,1.59577,24.1697,1.35811,-0.202373,0.0112544,0.00323355
5138,1390,2.3446,32.9799,1.23328,1.98821,1.20302,34.9681,1.60425,23.9748,1.36388,-0.197314,0.0199248,0.00493464
5139,1400,4.0942,32.989,1.23703,1.82713,1.2171,34.8162,1.60636,23.8198,1.36894,-0.215586,0.0380321,0.00792724
5140,1410,6.2512,32.9687,1.23554,1.69683,1.22261,34.6656,1.61079,23.676,1.37433,-0.213345,0.0746867,0.01291
5141,1420,8.75,32.9149,1.2297,1.61199,1.22516,34.5269,1.59337,23.5553,1.36266,-0.237173,0.142182,0.0201561
5142,1430,11.5146,32.8514,1.22916,1.58263,1.22686,34.434,1.59391,23.4835,1.3637,-0.237733,0.250212,0.031634
5143,1440,14.4612,32.7742,1.22932,1.59367,1.22277,34.3678,1.59456,23.4431,1.36295,-0.231886,0.39293,0.0496604
5144,1450,17.5,32.6945,1.23085,1.65002,1.21603,34.3445,1.59818,23.4464,1.36346,-0.219773,0.537764,0.0745959
5145,1460,20.5388,32.6286,1.22343,1.73459,1.21015,34.3632,1.5889,23.487,1.35595,-0.218317,0.635891,0.102852
5146,1470,23.4854,32.5687,1.21961,1.85211,1.20751,34.4208,1.58324,23.5646,1.35151,-0.219443,0.656404,0.128258
5147,1480,26.25,32.5416,1.22421,2.00246,1.19348,34.544,1.58693,23.6968,1.34931,-0.202362,0.600322,0.14532
5148,1490,28.7488,32.5523,1.22117,2.17466,1.18828,34.727,1.57675,23.8762,1.34041,-0.208569,0.489835,0.160548
5149,1500,30.9058,32.6058,1.22144,2.39358,1.18068,34.9994,1.57422,24.1308,1.33613,-0.203874,0.358604,0.174083
5150,1510,32.6554,32.7508,1.2089,2.66614,1.15573,35.417,1.5462,24.5,1.30931,-0.203197,0.252322,0.173046
5151,1520,33.9446,32.9742,1.20605,2.99337,1.13371,35.9675,1.51464,24.9761,1.27852,-0.22286,0.198718,0.165505
5152,1530,34.7341,33.2673,1.1982,3.33818,1.11564,36.6055,1.4955,25.5164,1.25971,-0.2219,0.198537,0.165123
5153,1540,35.0,33.5275,1.2002,3.62316,1.10025,37.1507,1.48075,25.9749,1.24304,-0.229208,0.241336,0.171034
5154,1550,34.7341,33.7319,1.20085,3.8572,1.09722,37.5891,1.4783,26.3451,1.24006,-0.230285,0.328721,0.173968
5155,1560,33.9446,33.815,1.20576,4.00858,1.09123,37.8235,1.47551,26.5519,1.23502,-0.233752,0.442457,0.171454
5156,1570,32.6554,33.789,1.21329,4.10075,1.08114,37.8898,1.48196,26.6268,1.23557,-0.222363,0.565137,0.176037
5157,1580,30.9058,33.7177,1.20984,4.15175,1.08975,37.8695,1.49193,26.6302,1.24679,-0.21271,0.674001,0.189968
5158,1590,28.7488,33.6259,1.20301,4.17154,1.08061,37.7975,1.48468,26.5888,1.23982,-0.205336,0.747499,0.195249
5159,1600,26.25,33.519,1.19667,4.17898,1.0838,37.698,1.48533,26.525,1.24262,-0.200221,0.756374,0.180376
5160,1610,23.4854,33.4143,1.19901,4.17549,1.0841,37.5898,1.49152,26.4517,1.24715,-0.194142,0.676509,0.15572
5161,1620,20.5388,33.3154,1.19842,4.15619,1.08718,37.4716,1.49674,26.3665,1.25232,-0.18898,0.527257,0.119749
5162,1630,17.5,33.2197,1.19982,4.11114,1.08776,37.3308,1.49681,26.2576,1.25225,-0.191172,0.355969,0.0821231
5163,1640,14.4612,33.1442,1.19398,4.03462,1.08172,37.1789,1.49592,26.1308,1.25104,-0.178964,0.21083,0.0506931
5164,1650,11.5146,33.0688,1.19129,3.9465,1.08544,37.0153,1.49647,25.9924,1.25312,-0.178953,0.112367,0.0291792
5165,1660,8.75,33.0071,1.18889,3.81736,1.09529,36.8244,1.49921,25.8221,1.25865,-0.182737,0.0566175,0.0159928
5166,1670,6.2512,32.978,1.19502,3.66865,1.09987,36.6466,1.51038,25.654,1.26756,-0.178263,0.0283681,0.00872605
5167,1680,4.0942,32.9771,1.18997,3.50707,1.09866,36.4842,1.51397,25.4918,1.27112,-0.165499,0.014984,0.00493659
5168,1690,2.3446,32.9872,1.19174,3.30896,1.11348,36.2962,1.51152,25.3004,1.27311,-0.187688,0.00893325,0.00309483
5169,1700,1.0554,33.0279,1.19871,3.09328,1.11317,36.1212,1.51486,25.1119,1.27421,-0.190618,0.00627189,0.00220701
5170,1710,0.2659,33.0731,1.19376,2.87125,1.13411,35.9444,1.51852,24.92,1.28426,-0.202678,0.0053562,0.00188125
5171,1720,0.0,33.1306,1.19067,2.67044,1.14039,35.801,1.52307,24.7575,1.29033,-0.199218,0.00560225,0.00189017
5172,1730,0.2659,33.1936,1.19988,2.45439,1.15181,35.648,1.53825,24.5835,1.30375,-0.200078,0.00721614,0.00225976
5173,1740,1.0554,33.2332,1.20519,2.24635,1.16848,35.4795,1.54168,24.4018,1.31029,-0.220525,0.0110806,0.0031349
5174,1750,2.3446,33.2576,1.2059,2.07769,1.17785,35.3353,1.55048,24.2494,1.31983,-0.218766,0.0194059,0.00478955
5175,1760,4.0942,33.2696,1.19796,1.91995,1.18907,35.1895,1.54762,24.0997,1.32255,-0.226921,0.0370486,0.0077393
5176,1770,6.2512,33.25,1.20049,1.79174,1.18166,35.0417,1.53866,23.9584,1.31282,-0.235007,0.0727718,0.0123898
5177,1780,8.75,33.2187,1.20066,1.72099,1.19221,34.9397,1.54385,23.8668,1.32001,-0.239738,0.138482,0.0198178
5178,1790,11.5146,33.1445,1.19964,1.69205,1.19004,34.8366,1.54696,23.7884,1.32199,-0.231115,0.245044,0.030791
5179,1800,14.4612,33.0787,1.18869,1.68669,1.18786,34.7654,1.5312,23.7392,1.31126,-0.23971,0.386792,0.0470822
5180,1810,17.5,33.0049,1.19203,1.72727,1.18619,34.7322,1.53832,23.7306,1.31563,-0.230771,0.532841,0.0703853
5181,1820,20.5388,32.9473,1.18711,1.80133,1.18416,34.7486,1.53797,23.7662,1.31573,-0.223051,0.635401,0.0977187
5182,1830,23.4854,32.8832,1.19027,1.9208,1.17432,34.804,1.53965,23.8429,1.31347,-0.21262,0.664086,0.121415
5183,1840,26.25,32.8359,1.19254,2.05236,1.16615,34.8883,1.53372,23.943,1.30593,-0.214887,0.614268,0.138487
5184,1850,28.7488,32.8194,1.18498,2.2209,1.15753,35.0403,1.52956,24.1005,1.30165,-0.202242,0.510111,0.15229
5185,1860,30.9058,32.8481,1.18125,2.40514,1.14823,35.2532,1.51889,24.3039,1.29129,-0.203382,0.379564,0.166547
5186,1870,32.6554,32.9544,1.17909,2.64271,1.12732,35.5971,1.50008,24.6123,1.27076,-0.205433,0.267651,0.169102
5187,1880,33.9446,33.1557,1.17545,2.91918,1.10975,36.0749,1.48149,25.023,1.25167,-0.209197,0.206292,0.163544
5188,1890,34.7341,33.4114,1.18057,3.22932,1.0873,36.6407,1.46102,25.5036,1.22777,-0.220694,0.199783,0.162239
5189,1900,35.0,33.6614,1.17333,3.50218,1.07761,37.1636,1.44189,25.9431,1.21127,-0.229453,0.241522,0.167321
5190,1910,34.7341,33.8266,1.1775,3.71935,1.0696,37.5459,1.44094,26.2704,1.20725,-0.227115,0.325404,0.169945
5191,1920,33.9446,33.9129,1.18186,3.86042,1.06481,37.7734,1.44051,26.469,1.20454,-0.22776,0.440357,0.165223
5192,1930,32.6554,33.9031,1.18448,3.95018,1.06361,37.8533,1.44667,26.5523,1.20853,-0.220706,0.56076,0.169785
5193,1940,30.9058,33.8387,1.18494,3.99757,1.06134,37.8363,1.45085,26.5567,1.2111,-0.212779,0.671146,0.17992
5194,1950,28.7488,33.7588,1.17382,4.02985,1.06027,37.7887,1.45032,26.5357,1.21278,-0.199289,0.744896,0.185491
5195,1960,26.25,33.6673,1.18258,4.04439,1.05951,37.7117,1.46146,26.4893,1.21955,-0.192601,0.750153,0.178351
5196,1970,23.4854,33.5685,1.17753,4.04401,1.06147,37.6125,1.46442,26.423,1.22357,-0.184391,0.672004,0.15409
5197,1980,20.5388,33.4527,1.16457,4.03275,1.0607,37.4855,1.45562,26.3346,1.2191,-0.181247,0.527266,0.115044
5198,1990,17.5,33.3721,1.16904,3.98324,1.0549,37.3553,1.4587,26.2313,1.21892,-0.175834,0.357042,0.0792472
5199,2000,14.4612,33.2874,1.17314,3.92636,1.06006,37.2137,1.46208,26.1179,1.22224,-0.18115,0.211764,0.0497262
5200,2010,11.5146,33.2204,1.17327,3.83908,1.06181,37.0595,1.46594,25.986,1.22579,-0.177496,0.113347,0.0286024
5201,2020,8.75,33.1767,1.17338,3.73275,1.06247,36.9095,1.46568,25.8506,1.22575,-0.178718,0.0571099,0.0156765
5202,2030,6.2512,33.1534,1.17248,3.59226,1.06235,36.7457,1.46739,25.6946,1.22727,-0.175032,0.028688,0.00846585
5203,2040,4.0942,33.1455,1.17421,3.43833,1.07666,36.5838,1.4808,25.5353,1.24171,-0.172606,0.0151879,0.00487371
5204,2050,2.3446,33.1573,1.17104,3.26478,1.08421,36.4221,1.48694,25.3696,1.24944,-0.167928,0.00901944,0.00302681
5205,2060,1.0554,33.1899,1.17229,3.06846,1.09132,36.2584,1.48245,25.1951,1.24768,-0.183781,0.00630832,0.00216904
5206,2070,0.2659,33.2304,1.17705,2.88034,1.09653,36.1108,1.4874,25.034,1.25213,-0.187733,0.00533872,0.00183336
5207,2080,0.0,33.2885,1.18355,2.67954,1.10211,35.968,1.49775,24.8719,1.2606,-0.186087,0.00559057,0.0018431
