cycle,day,Temp,B_mean,B_sd,CTmin_mean,CTmin_sd,CTmax_mean,CTmax_sd,Topt_mean,Topt_sd,B_CTmin_cov,fitness_mean,fitness_sd
7677,26780,20,31.7302,0.790576,5.65794,0.800993,37.3881,1.08155,26.8114,0.924557,-0.0484254,0.375213,0.181476
7678,26790,20,31.7144,0.805747,5.65902,0.815881,37.3734,1.07866,26.802,0.923733,-0.0756938,0.375174,0.18277
7679,26800,20,31.69,0.792544,5.65315,0.805645,37.3432,1.08271,26.7798,0.926429,-0.0524691,0.372302,0.182635
7680,26810,20,31.6826,0.826091,5.66238,0.806754,37.345,1.0926,26.7841,0.927978,-0.069757,0.376815,0.184778
7681,26820,20,31.6922,0.80622,5.66286,0.804536,37.355,1.07616,26.791,0.918367,-0.0695736,0.378193,0.179546
7682,26830,20,31.6776,0.822372,5.67875,0.801854,37.3564,1.083,26.7972,0.919763,-0.0731865,0.378037,0.181506
7683,26840,20,31.6944,0.813246,5.6517,0.800404,37.3461,1.08074,26.7813,0.919372,-0.0670073,0.376446,0.183656
7684,26850,20,31.6922,0.811437,5.65405,0.808023,37.3462,1.08518,26.7822,0.925412,-0.0668613,0.377863,0.183045
7685,26860,20,31.7162,0.820599,5.66151,0.824171,37.3777,1.10665,26.8057,0.945111,-0.0639787,0.376558,0.181201
7686,26870,20,31.7029,0.816605,5.64796,0.811687,37.3509,1.09237,26.7832,0.931095,-0.0662041,0.379231,0.182784
7687,26880,20,31.7148,0.802092,5.67014,0.812987,37.385,1.08871,26.8134,0.931418,-0.0595064,0.373169,0.182547
7688,26890,20,31.728,0.808093,5.67298,0.816313,37.401,1.09163,26.825,0.933513,-0.0638608,0.377625,0.183179
7689,26900,20,31.7091,0.811259,5.66223,0.811641,37.3713,1.08508,26.8016,0.926428,-0.0697497,0.377244,0.183792
7690,26910,20,31.7118,0.809223,5.69465,0.81312,37.4065,1.10606,26.8359,0.943636,-0.0463167,0.377366,0.181056
7691,26920,20,31.6933,0.80094,5.64901,0.815672,37.3423,1.10319,26.7779,0.943702,-0.044895,0.374397,0.185576
7692,26930,20,31.7067,0.808543,5.68832,0.809355,37.395,1.09161,26.8261,0.931385,-0.0585964,0.373058,0.181819
7693,26940,20,31.7028,0.816274,5.66167,0.81299,37.3645,1.08348,26.7969,0.924595,-0.0766596,0.37788,0.182123
7694,26950,20,31.6829,0.814045,5.66581,0.810401,37.3487,1.09812,26.7877,0.935715,-0.0567801,0.37947,0.182711
7695,26960,20,31.6946,0.813203,5.64117,0.811768,37.3357,1.0984,26.7709,0.936495,-0.0568921,0.377582,0.183731
7696,26970,20,31.6829,0.814077,5.65873,0.818566,37.3416,1.10963,26.7807,0.947066,-0.0507445,0.378355,0.182912
7697,26980,20,31.7037,0.814446,5.67641,0.809624,37.3801,1.10573,26.8122,0.941371,-0.0480911,0.374162,0.183752
7698,26990,20,31.6842,0.799875,5.63983,0.82243,37.3241,1.10574,26.7627,0.947834,-0.0467681,0.373153,0.182754
7699,27000,20,31.7047,0.803282,5.65433,0.819627,37.359,1.09616,26.7908,0.938927,-0.0577415,0.373382,0.182646
7700,27010,20,31.6994,0.799845,5.63974,0.80317,37.3391,1.07985,26.7727,0.922088,-0.0593767,0.373422,0.182572
7701,27020,20,31.7105,0.819859,5.6527,0.81533,37.3632,1.09151,26.793,0.930849,-0.0727691,0.37101,0.18388
7702,27030,20,31.686,0.797151,5.63959,0.825411,37.3256,1.07868,26.7636,0.928221,-0.0765992,0.376195,0.184714
7703,27040,20,31.7065,0.802906,5.64225,0.822103,37.3487,1.08259,26.7799,0.92917,-0.0742582,0.375634,0.179976
7704,27050,20,31.7018,0.802816,5.65791,0.819965,37.3597,1.09669,26.7924,0.939525,-0.0570642,0.375114,0.185036
7705,27060,20,31.6929,0.79103,5.62772,0.811263,37.3207,1.07608,26.7563,0.923197,-0.0629681,0.375321,0.181224
7706,27070,20,31.6944,0.809186,5.64398,0.802379,37.3384,1.07177,26.7736,0.913723,-0.0749513,0.380826,0.179633
7707,27080,20,31.687,0.810568,5.63715,0.814823,37.3241,1.10512,26.7618,0.943136,-0.0498292,0.37269,0.182537
7708,27090,20,31.6949,0.826374,5.63627,0.818765,37.3312,1.09485,26.7662,0.933186,-0.0772855,0.3775,0.179536
7709,27100,20,31.6937,0.805096,5.63473,0.803957,37.3285,1.0734,26.7639,0.916262,-0.0711683,0.375611,0.184498
7710,27110,20,31.7022,0.818311,5.63018,0.8136,37.3324,1.09648,26.765,0.934531,-0.0646584,0.374658,0.184236
7711,27120,20,31.6893,0.810107,5.64882,0.828283,37.3381,1.07922,26.775,0.926994,-0.0888092,0.379933,0.182321
7712,27130,20,31.6794,0.803626,5.65119,0.825961,37.3306,1.08449,26.7708,0.931649,-0.0759526,0.372247,0.183236
7713,27140,20,31.6783,0.805466,5.65174,0.815394,37.3301,1.08771,26.7706,0.930698,-0.065261,0.381468,0.182344
7714,27150,20,31.6813,0.80839,5.62198,0.817543,37.3033,1.0725,26.7428,0.918921,-0.0858021,0.379666,0.183789
7715,27160,20,31.6791,0.809866,5.62067,0.824819,37.2997,1.09609,26.74,0.939128,-0.0674014,0.376377,0.181717
7716,27170,20,31.6886,0.822751,5.60455,0.826342,37.2931,1.1151,26.7303,0.951923,-0.0581521,0.374285,0.184136
7717,27180,20,31.6875,0.79216,5.62951,0.830389,37.317,1.07326,26.7545,0.926461,-0.0825845,0.379501,0.182172
7718,27190,20,31.6856,0.807137,5.6288,0.814451,37.3144,1.0871,26.7525,0.929624,-0.0665039,0.37374,0.184317
7719,27200,20,31.6817,0.808202,5.64203,0.814465,37.3238,1.08846,26.7632,0.930484,-0.0658946,0.376772,0.183949
7720,27210,20,31.6967,0.803321,5.61965,0.820171,37.3164,1.09714,26.7508,0.939837,-0.0571488,0.378257,0.182336
7721,27220,20,31.7068,0.816583,5.62279,0.828812,37.3296,1.09942,26.7607,0.941598,-0.0725109,0.377058,0.1821
7722,27230,20,31.6721,0.824813,5.62373,0.825391,37.2958,1.09763,26.7384,0.937605,-0.0783974,0.380794,0.181561
7723,27240,20,31.7073,0.817468,5.61561,0.81257,37.323,1.07356,26.7538,0.916481,-0.0880004,0.378858,0.182463
7724,27250,20,31.6816,0.820921,5.60691,0.81089,37.2885,1.10139,26.728,0.937085,-0.0591981,0.380311,0.183463
7725,27260,20,31.6868,0.812014,5.60834,0.811015,37.2951,1.09106,26.7328,0.93077,-0.0633485,0.377986,0.185069
7726,27270,20,31.6819,0.816812,5.61885,0.826313,37.3008,1.08968,26.7401,0.933243,-0.0812821,0.379148,0.181695
7727,27280,20,31.6873,0.819083,5.62301,0.818195,37.3103,1.11884,26.7479,0.953204,-0.0442664,0.375093,0.183811
7728,27290,20,31.6762,0.80644,5.62371,0.807225,37.3,1.08747,26.7412,0.927939,-0.0596876,0.380609,0.180756
7729,27300,20,31.6537,0.814726,5.61969,0.801668,37.2733,1.07685,26.7221,0.916403,-0.073417,0.380235,0.181832
7730,27310,20,31.6692,0.806639,5.62821,0.818491,37.2974,1.09,26.741,0.93316,-0.0662439,0.372874,0.185923
7731,27320,20,31.6928,0.810164,5.61732,0.841452,37.3101,1.10763,26.7458,0.952916,-0.0687826,0.375263,0.181236
7732,27330,20,31.6854,0.815729,5.64809,0.823431,37.3335,1.09401,26.7717,0.935977,-0.0732943,0.378377,0.183539
7733,27340,20,31.6597,0.825071,5.62914,0.808029,37.2889,1.10913,26.7356,0.941527,-0.0517411,0.377345,0.184803
7734,27350,20,31.6864,0.833265,5.63845,0.814162,37.3248,1.11107,26.7627,0.94321,-0.061355,0.376941,0.181132
7735,27360,20,31.6884,0.814165,5.62946,0.818982,37.3179,1.09214,26.7551,0.933514,-0.0704181,0.373285,0.182152
7736,27370,20,31.6711,0.820631,5.62747,0.825914,37.2986,1.10254,26.7415,0.942402,-0.0699883,0.376202,0.183043
7737,27380,20,31.6869,0.823899,5.64686,0.815926,37.3338,1.09569,26.7715,0.933503,-0.0720013,0.378237,0.179036
7738,27390,20,31.6756,0.797362,5.64829,0.821496,37.3239,1.08388,26.7654,0.931056,-0.0679207,0.380588,0.181118
7739,27400,20,31.6868,0.833246,5.66965,0.818152,37.3565,1.1,26.7942,0.935683,-0.0768354,0.379338,0.181384
7740,27410,20,31.6916,0.815463,5.69023,0.825538,37.3818,1.11828,26.8179,0.955558,-0.0479758,0.374076,0.183937
7741,27420,20,31.6943,0.827623,5.67374,0.835243,37.3681,1.10824,26.8033,0.94822,-0.0772028,0.378477,0.181399
7742,27430,20,31.6715,0.823283,5.66326,0.810161,37.3348,1.0958,26.7776,0.932031,-0.0666911,0.378108,0.182428
7743,27440,20,31.6596,0.8278,5.67577,0.816655,37.3354,1.09546,26.7822,0.932765,-0.0760744,0.378033,0.18168
7744,27450,20,31.6649,0.815689,5.673,0.812001,37.3379,1.09566,26.783,0.933942,-0.0621071,0.377008,0.184826
7745,27460,20,31.675,0.816539,5.67286,0.811978,37.3479,1.10416,26.7895,0.940415,-0.0534409,0.376643,0.184361
7746,27470,20,31.6917,0.809584,5.65364,0.815412,37.3454,1.0971,26.7814,0.93723,-0.0583474,0.377787,0.183157
7747,27480,20,31.6851,0.816796,5.65293,0.806843,37.3381,1.09316,26.7763,0.93027,-0.0615807,0.373434,0.183112
7748,27490,20,31.6613,0.814575,5.69705,0.844812,37.3584,1.11487,26.8046,0.958681,-0.0671567,0.375233,0.182485
7749,27500,20,31.6649,0.808679,5.69605,0.822261,37.361,1.10178,26.806,0.943039,-0.0580791,0.376365,0.18342
7750,27510,20,31.6745,0.813296,5.6995,0.822918,37.374,1.09244,26.8159,0.93507,-0.0726125,0.378026,0.182204
7751,27520,20,31.658,0.827815,5.67047,0.811105,37.3285,1.10157,26.7758,0.935943,-0.0648518,0.372269,0.182941
7752,27530,20,31.6731,0.832121,5.68873,0.823103,37.3618,1.11514,26.8041,0.949204,-0.0631913,0.375885,0.180444
7753,27540,20,31.6823,0.820027,5.69841,0.819877,37.3807,1.09953,26.8199,0.938409,-0.0678376,0.375165,0.181718
7754,27550,20,31.6489,0.813522,5.70698,0.807122,37.3559,1.09006,26.8062,0.928561,-0.0625208,0.377508,0.183362
7755,27560,20,31.656,0.811546,5.71041,0.825613,37.3664,1.08691,26.8144,0.931897,-0.0794394,0.377189,0.179865
7756,27570,20,31.6607,0.82298,5.68892,0.82651,37.3496,1.09631,26.796,0.937263,-0.0792588,0.375986,0.181741
7757,27580,20,31.6592,0.830958,5.69669,0.82161,37.3559,1.10153,26.8028,0.938344,-0.0760799,0.374053,0.184239
7758,27590,20,31.6607,0.811567,5.70694,0.823843,37.3676,1.0882,26.814,0.93238,-0.0765853,0.376932,0.182245
7759,27600,20,31.6665,0.817748,5.68285,0.813499,37.3493,1.094,26.7938,0.932672,-0.0668306,0.378852,0.18099
7760,27610,20,31.6583,0.820027,5.69232,0.810898,37.3506,1.09324,26.7979,0.930876,-0.0674173,0.379849,0.183114
7761,27620,20,31.6572,0.816406,5.69145,0.817175,37.3487,1.09577,26.7963,0.935389,-0.0667889,0.37897,0.181792
7762,27630,20,31.6599,0.81932,5.69964,0.802216,37.3595,1.07463,26.8062,0.913908,-0.0800037,0.377022,0.182395
7763,27640,20,31.6644,0.817954,5.69234,0.83173,37.3568,1.11456,26.802,0.953982,-0.0592851,0.375727,0.183304
7764,27650,20,31.6813,0.811339,5.67564,0.826699,37.357,1.10178,26.7965,0.943826,-0.0638912,0.377502,0.183067
7765,27660,20,31.6674,0.819654,5.69659,0.813414,37.364,1.10139,26.8082,0.938058,-0.0602114,0.373821,0.18466
7766,27670,20,31.6603,0.82936,5.70566,0.827484,37.3659,1.11013,26.8125,0.947091,-0.0700915,0.373249,0.182384
7767,27680,20,31.6795,0.825017,5.70366,0.823172,37.3832,1.12987,26.8233,0.962127,-0.0408272,0.376299,0.184428
7768,27690,20,31.662,0.819123,5.694,0.822866,37.356,1.10822,26.802,0.946236,-0.0599632,0.376805,0.182694
7769,27700,20,31.6348,0.822287,5.70549,0.792793,37.3403,1.09007,26.7953,0.922726,-0.058208,0.371176,0.183461
7770,27710,20,31.6449,0.815342,5.7274,0.792897,37.3723,1.0784,26.824,0.914946,-0.065265,0.381668,0.181037
7771,27720,20,31.6413,0.807144,5.71436,0.82222,37.3557,1.08689,26.8086,0.931735,-0.0730969,0.380911,0.181991
7772,27730,20,31.6409,0.814678,5.70886,0.813179,37.3497,1.10024,26.8028,0.938054,-0.0572194,0.382652,0.179313
7773,27740,20,31.6435,0.835007,5.69255,0.820302,37.336,1.10978,26.7882,0.943629,-0.069256,0.378172,0.181893
7774,27750,20,31.64,0.820677,5.71253,0.807984,37.3525,1.07608,26.8058,0.916464,-0.0842039,0.378599,0.183294
7775,27760,20,31.6351,0.818312,5.71908,0.823048,37.3542,1.11432,26.8091,0.951214,-0.0526613,0.380434,0.181301
7776,27770,20,31.6406,0.815626,5.69861,0.819231,37.3392,1.10061,26.7923,0.939918,-0.062518,0.372632,0.182866
7777,27780,20,31.6425,0.823603,5.69558,0.816322,37.3381,1.11424,26.7906,0.948193,-0.0515912,0.37521,0.181707
7778,27790,20,31.6419,0.817224,5.69047,0.812663,37.3324,1.09695,26.7851,0.934842,-0.0624873,0.376651,0.180234
7779,27800,20,31.66,0.82344,5.68604,0.818445,37.346,1.10601,26.7927,0.942395,-0.062326,0.379619,0.183202
7780,27810,20,31.6385,0.813821,5.71002,0.833805,37.3485,1.11179,26.8023,0.953215,-0.0607266,0.3734,0.182925
7781,27820,20,31.6316,0.833462,5.7093,0.814788,37.3409,1.09874,26.797,0.933676,-0.075649,0.376898,0.178945
7782,27830,20,31.6578,0.796793,5.69443,0.825107,37.3522,1.07658,26.7996,0.926573,-0.0783243,0.381508,0.182664
7783,27840,20,31.6705,0.81997,5.67575,0.826137,37.3462,1.10389,26.7894,0.943649,-0.0681377,0.373185,0.181667
7784,27850,20,31.6677,0.812832,5.69341,0.818322,37.3611,1.0945,26.8052,0.935422,-0.06621,0.381672,0.179979
7785,27860,20,31.6622,0.810101,5.68809,0.811546,37.3502,1.10167,26.7962,0.939583,-0.0505972,0.378433,0.179636
7786,27870,20,31.6757,0.817916,5.67859,0.817345,37.3542,1.09837,26.7957,0.937177,-0.0653089,0.378145,0.182326
7787,27880,20,31.6754,0.807888,5.70196,0.809536,37.3773,1.09628,26.8189,0.935218,-0.0530973,0.374439,0.181621
7788,27890,20,31.6721,0.815424,5.69801,0.821203,37.3701,1.10875,26.8128,0.946885,-0.054977,0.378685,0.183839
7789,27900,20,31.6749,0.832243,5.67881,0.812651,37.3537,1.10406,26.7954,0.937472,-0.0670374,0.381103,0.180667
7790,27910,20,31.6736,0.828336,5.70448,0.799564,37.378,1.09584,26.8202,0.928011,-0.0622873,0.377346,0.182453
7791,27920,20,31.6674,0.814746,5.66502,0.82804,37.3324,1.11809,26.7766,0.956274,-0.049663,0.377507,0.182358
7792,27930,20,31.6814,0.814097,5.69979,0.827697,37.3812,1.11076,26.8207,0.950586,-0.057019,0.373666,0.180995
7793,27940,20,31.6976,0.820709,5.70526,0.810511,37.4028,1.10188,26.837,0.937403,-0.0581743,0.373688,0.182313
7794,27950,20,31.7063,0.837026,5.71407,0.818007,37.4204,1.12682,26.8516,0.95595,-0.0500098,0.375402,0.182266
7795,27960,20,31.6962,0.811894,5.71436,0.812379,37.4106,1.08398,26.8452,0.925658,-0.0720619,0.375926,0.181937
7796,27970,20,31.723,0.81343,5.70901,0.803995,37.432,1.09886,26.8577,0.934569,-0.0502972,0.379372,0.182409
7797,27980,20,31.6968,0.836009,5.71374,0.826451,37.4105,1.12115,26.8449,0.954123,-0.0624724,0.372764,0.184073
7798,27990,20,31.687,0.818325,5.70594,0.823016,37.3929,1.11637,26.8306,0.952799,-0.0503661,0.377481,0.18261
7799,28000,20,31.6878,0.823122,5.71208,0.816176,37.3999,1.09297,26.8373,0.931598,-0.0745438,0.376838,0.18162
7800,28010,20,31.6824,0.837148,5.68344,0.811391,37.3658,1.1011,26.805,0.933804,-0.0733796,0.375477,0.182431
7801,28020,20,31.7211,0.825016,5.71146,0.809882,37.4325,1.10635,26.8588,0.939885,-0.0562778,0.376077,0.181293
7802,28030,20,31.6998,0.828855,5.71013,0.814929,37.4099,1.107,26.8433,0.941098,-0.0628336,0.377124,0.180789
7803,28040,20,31.7015,0.814499,5.70703,0.810277,37.4085,1.07887,26.8413,0.920539,-0.0780037,0.378932,0.183169
7804,28050,20,31.7158,0.814418,5.69878,0.81047,37.4146,1.098,26.8426,0.935574,-0.0572646,0.378132,0.182002
7805,28060,20,31.7154,0.817202,5.72892,0.817024,37.4443,1.10045,26.8725,0.938848,-0.062177,0.378152,0.18309
7806,28070,20,31.693,0.814993,5.72468,0.823084,37.4177,1.10596,26.8534,0.945333,-0.059263,0.373734,0.182309
7807,28080,20,31.6999,0.816197,5.72229,0.812974,37.4221,1.08584,26.8555,0.926448,-0.0740249,0.379168,0.182523
7808,28090,20,31.6871,0.797999,5.72976,0.814072,37.4169,1.10882,26.8545,0.948182,-0.035015,0.376154,0.183606
7809,28100,20,31.6632,0.812266,5.71348,0.811896,37.3767,1.10917,26.8223,0.945136,-0.0443453,0.376122,0.183297
7810,28110,20,31.6732,0.821994,5.74566,0.807263,37.4189,1.1071,26.8611,0.940313,-0.0508387,0.375864,0.18261
7811,28120,20,31.6852,0.803099,5.70945,0.826424,37.3947,1.09779,26.8329,0.942215,-0.0613954,0.373777,0.184519
7812,28130,20,31.6958,0.82052,5.71144,0.800264,37.4072,1.08752,26.842,0.923219,-0.0654844,0.376723,0.182
7813,28140,20,31.6861,0.817816,5.70785,0.807219,37.394,1.09044,26.8319,0.928053,-0.0656817,0.377031,0.182231
7814,28150,20,31.6949,0.812854,5.71148,0.783665,37.4064,1.07176,26.8414,0.907561,-0.0630922,0.375254,0.183771
7815,28160,20,31.7134,0.803137,5.71963,0.809005,37.433,1.08794,26.8619,0.92946,-0.0579541,0.378617,0.18147
7816,28170,20,31.72,0.813587,5.71294,0.813272,37.4329,1.07989,26.8596,0.922401,-0.0785814,0.377777,0.18121
7817,28180,20,31.7087,0.809905,5.7015,0.809379,37.4102,1.08462,26.8406,0.925668,-0.0673226,0.378318,0.182105
7818,28190,20,31.7107,0.820335,5.72683,0.811059,37.4375,1.09269,26.8673,0.930432,-0.0684003,0.37625,0.179634
7819,28200,20,31.7153,0.817557,5.7159,0.812772,37.4312,1.10413,26.8594,0.940428,-0.0549457,0.374046,0.179058
7820,28210,20,31.7078,0.804722,5.69161,0.809037,37.3994,1.08068,26.8302,0.923498,-0.0671289,0.37697,0.184126
7821,28220,20,31.6978,0.810774,5.70133,0.811294,37.3991,1.09322,26.8332,0.932777,-0.0602123,0.37572,0.185971
7822,28230,20,31.7111,0.822603,5.69008,0.825431,37.4012,1.10472,26.8308,0.94358,-0.0688031,0.375926,0.182158
7823,28240,20,31.7067,0.817258,5.69123,0.819582,37.3979,1.09797,26.829,0.937645,-0.0670386,0.37262,0.183662
7824,28250,20,31.7225,0.809954,5.68881,0.791757,37.4113,1.07298,26.8371,0.911429,-0.065807,0.380684,0.180767
7825,28260,20,31.7061,0.821182,5.68119,0.818127,37.3873,1.0936,26.8186,0.933043,-0.0738519,0.374048,0.182378
7826,28270,20,31.7269,0.818926,5.69045,0.814315,37.4173,1.10009,26.8417,0.937445,-0.0617761,0.380047,0.183654
7827,28280,20,31.7064,0.820042,5.69082,0.800313,37.3972,1.09684,26.8284,0.930645,-0.0549572,0.372424,0.184034
7828,28290,20,31.7118,0.816985,5.70463,0.80558,37.4164,1.09583,26.8458,0.931966,-0.0577869,0.371434,0.183181
7829,28300,20,31.7163,0.828108,5.6961,0.795515,37.4124,1.08435,26.8403,0.917844,-0.0713917,0.375874,0.181968
7830,28310,20,31.7236,0.805538,5.68193,0.819571,37.4055,1.08534,26.831,0.93006,-0.0713107,0.378907,0.182594
7831,28320,20,31.7175,0.814798,5.68279,0.815668,37.4003,1.10728,26.8278,0.944259,-0.0515653,0.378969,0.186279
7832,28330,20,31.7129,0.805569,5.67412,0.803842,37.387,1.09302,26.816,0.93147,-0.0502086,0.376736,0.18239
7833,28340,20,31.7316,0.820512,5.65717,0.79627,37.3888,1.10171,26.8116,0.93323,-0.0467598,0.381922,0.1841
7834,28350,20,31.7533,0.820603,5.67623,0.810417,37.4295,1.09637,26.8451,0.933081,-0.064064,0.378001,0.180854
7835,28360,20,31.7537,0.811209,5.66058,0.813794,37.4142,1.09802,26.8297,0.937168,-0.0573366,0.373634,0.181038
7836,28370,20,31.7388,0.810555,5.65699,0.809492,37.3958,1.09232,26.8162,0.931595,-0.0595554,0.375778,0.182536
7837,28380,20,31.7629,0.814444,5.67695,0.796676,37.4398,1.08363,26.8522,0.920323,-0.0618801,0.380862,0.181082
7838,28390,20,31.7526,0.818208,5.67449,0.794309,37.4271,1.10171,26.8429,0.93312,-0.0433151,0.377791,0.181695
7839,28400,20,31.7466,0.81825,5.66707,0.81397,37.4137,1.09251,26.8315,0.931551,-0.0692482,0.374517,0.182364
7840,28410,20,31.7793,0.814004,5.66623,0.800499,37.4455,1.07574,26.8524,0.915328,-0.0730963,0.380712,0.179997
7841,28420,20,31.746,0.812519,5.67602,0.815428,37.4221,1.08402,26.84,0.926463,-0.0750037,0.373412,0.182558
7842,28430,20,31.7431,0.819722,5.68187,0.795082,37.4249,1.10299,26.8439,0.934055,-0.0437527,0.377273,0.182913
7843,28440,20,31.7236,0.832754,5.66114,0.810676,37.3848,1.089,26.8102,0.924972,-0.0823757,0.375554,0.181511
7844,28450,20,31.7401,0.817507,5.64301,0.804918,37.3831,1.1051,26.8031,0.938941,-0.0474841,0.374014,0.182559
7845,28460,20,31.7422,0.827228,5.67024,0.805712,37.4125,1.10023,26.8317,0.933452,-0.0614802,0.379739,0.181079
7846,28470,20,31.7245,0.814562,5.69857,0.809534,37.423,1.08482,26.8482,0.92496,-0.0710166,0.376473,0.183677
7847,28480,20,31.7419,0.81753,5.69727,0.7978,37.4392,1.08689,26.8585,0.922603,-0.061751,0.376306,0.182662
7848,28490,20,31.7521,0.809954,5.64223,0.796028,37.3944,1.08573,26.8103,0.922667,-0.0554338,0.378203,0.181651
7849,28500,20,31.7291,0.815054,5.68577,0.792056,37.4149,1.08132,26.8385,0.917054,-0.0612104,0.378058,0.181512
7850,28510,20,31.7409,0.807196,5.69369,0.822246,37.4346,1.09339,26.8543,0.936792,-0.0660714,0.379814,0.182926
7851,28520,20,31.7538,0.814199,5.67971,0.805747,37.4336,1.09231,26.8489,0.929796,-0.059504,0.37542,0.183765
7852,28530,20,31.7508,0.800964,5.69203,0.804293,37.4429,1.07368,26.8593,0.917382,-0.067822,0.378165,0.181554
7853,28540,20,31.7339,0.79954,5.67965,0.814996,37.4136,1.08869,26.8356,0.932476,-0.0591181,0.376331,0.182365
7854,28550,20,31.7167,0.816112,5.69939,0.811565,37.4161,1.08466,26.8439,0.925131,-0.07409,0.375632,0.181825
7855,28560,20,31.7366,0.822219,5.68225,0.795501,37.4189,1.10203,26.84,0.932928,-0.0471991,0.375921,0.181457
7856,28570,20,31.7343,0.809111,5.65949,0.814562,37.3937,1.0869,26.8157,0.929119,-0.0684075,0.376722,0.181424
7857,28580,20,31.7257,0.818482,5.66626,0.795781,37.3919,1.07887,26.8167,0.915532,-0.0696055,0.381938,0.181764
7858,28590,20,31.7422,0.817974,5.67096,0.812867,37.4132,1.07952,26.8324,0.921131,-0.0822302,0.375758,0.184558
7859,28600,20,31.7607,0.803407,5.66402,0.801081,37.4247,1.0809,26.8378,0.921617,-0.0594201,0.381105,0.181809
7860,28610,20,31.7388,0.821437,5.65446,0.798386,37.3932,1.08094,26.8136,0.917323,-0.0718737,0.376944,0.181308
7861,28620,20,31.723,0.815132,5.66531,0.816989,37.3883,1.09636,26.814,0.936043,-0.0649511,0.375105,0.185649
7862,28630,20,31.7329,0.814865,5.66333,0.828124,37.3962,1.08774,26.8186,0.932645,-0.0833067,0.377985,0.18192
7863,28640,20,31.7385,0.807536,5.66243,0.81411,37.4009,1.06828,26.8214,0.914781,-0.086835,0.381205,0.182629
7864,28650,20,31.7439,0.806905,5.67138,0.805955,37.4153,1.09542,26.834,0.933703,-0.0503529,0.379048,0.181629
7865,28660,20,31.7292,0.819057,5.66979,0.806662,37.399,1.09484,26.8226,0.931099,-0.0614367,0.376618,0.183845
7866,28670,20,31.7373,0.802556,5.64599,0.805851,37.3833,1.084,26.8042,0.925582,-0.0592198,0.377965,0.183464
7867,28680,20,31.7356,0.805315,5.68018,0.815341,37.4158,1.0833,26.8373,0.927269,-0.0698917,0.374732,0.183445
7868,28690,20,31.7263,0.808325,5.66124,0.81977,37.3875,1.08726,26.8121,0.931077,-0.0716355,0.374473,0.180424
7869,28700,20,31.7264,0.797695,5.66822,0.818716,37.3946,1.10384,26.8192,0.94569,-0.0440797,0.375578,0.181078
7870,28710,20,31.7632,0.805181,5.66463,0.810416,37.4278,1.09753,26.8401,0.936966,-0.0502566,0.37347,0.185363
7871,28720,20,31.7209,0.801706,5.69657,0.805513,37.4175,1.09362,26.8439,0.933162,-0.0477889,0.374531,0.183572
7872,28730,20,31.7199,0.805522,5.66858,0.806873,37.3885,1.06585,26.8152,0.911144,-0.0819335,0.377649,0.182676
7873,28740,20,31.7351,0.809443,5.69976,0.817978,37.4349,1.09628,26.8565,0.937362,-0.0612299,0.375794,0.18236
7874,28750,20,31.7384,0.817839,5.67995,0.814171,37.4184,1.1045,26.8389,0.941067,-0.0559039,0.374812,0.184639
7875,28760,20,31.7382,0.806812,5.68413,0.816466,37.4223,1.08396,26.8429,0.92783,-0.0712921,0.380516,0.181782
7876,28770,20,31.7306,0.822659,5.67086,0.819935,37.4015,1.10497,26.8246,0.942165,-0.0640525,0.380271,0.180968
7877,28780,20,31.7276,0.819008,5.67621,0.820459,37.4038,1.09803,26.8279,0.937603,-0.0691317,0.375936,0.181949
7878,28790,20,31.7279,0.815208,5.66031,0.827184,37.3882,1.10366,26.8123,0.944693,-0.065362,0.377043,0.178241
7879,28800,20,31.7429,0.813578,5.66883,0.814471,37.4118,1.1006,26.8308,0.938923,-0.0569756,0.381627,0.181967
7880,28810,20,31.715,0.826869,5.67325,0.818614,37.3883,1.09897,26.8166,0.936271,-0.0730486,0.372512,0.183139
7881,28820,20,31.7291,0.806818,5.66647,0.807049,37.3956,1.0869,26.8192,0.927371,-0.0604689,0.375431,0.182106
7882,28830,20,31.7184,0.820761,5.68653,0.814451,37.4049,1.08768,26.8321,0.927423,-0.0769629,0.380099,0.179555
7883,28840,20,31.7244,0.814247,5.68716,0.808383,37.4115,1.08506,26.8367,0.924874,-0.0695671,0.376192,0.186094
7884,28850,20,31.7118,0.806863,5.67369,0.819468,37.3855,1.09088,26.8149,0.934086,-0.0662683,0.379477,0.180769
7885,28860,20,31.7111,0.791239,5.69281,0.817628,37.4039,1.07595,26.8335,0.924932,-0.0684484,0.378664,0.181276
7886,28870,20,31.6837,0.802381,5.69053,0.836744,37.3742,1.09768,26.813,0.945294,-0.0695249,0.377716,0.18181
7887,28880,20,31.6986,0.80894,5.69152,0.818861,37.3901,1.10146,26.8239,0.941754,-0.0558522,0.375356,0.183518
7888,28890,20,31.6853,0.79414,5.68183,0.826336,37.3671,1.08425,26.8054,0.933376,-0.0689499,0.374597,0.182557
7889,28900,20,31.7091,0.801108,5.69643,0.81006,37.4056,1.08197,26.8358,0.925499,-0.0636605,0.373597,0.18126
7890,28910,20,31.6904,0.806835,5.69798,0.818425,37.3884,1.09343,26.8249,0.935774,-0.0626037,0.376593,0.182818
7891,28920,20,31.7148,0.798658,5.6841,0.812414,37.3989,1.07771,26.8273,0.923348,-0.0682027,0.372709,0.183723
