cycle, B, CTmin
19900, 32.0988, 4.7174
19900, 31.501, 4.62298
19900, 30.9156, 4.83046
19900, 31.7599, 5.79867
19900, 31.6412, 5.36427
19900, 30.5898, 5.12983
19900, 31.2525, 4.90794
19900, 31.2404, 6.09606
19900, 32.7863, 5.17335
19900, 32.0998, 5.78906
19900, 32.3837, 5.41049
19900, 31.2446, 6.36571
19900, 31.2378, 5.8756
19900, 30.8808, 5.40704
19900, 32.7707, 6.32535
19900, 31.9787, 5.71352
19900, 31.4087, 6.0184
19900, 32.8647, 5.32134
19900, 32.1546, 5.20157
19900, 32.4976, 5.59594
19900, 33.4206, 4.855
19900, 30.0755, 5.61279
19900, 31.3938, 5.17319
19900, 33.0394, 6.5656
19900, 30.2824, 5.73352
19900, 32.385, 5.75306
19900, 31.1672, 6.81893
19900, 31.6477, 6.18457
19900, 31.2126, 7.95378
19900, 30.8445, 4.50686
19900, 30.952, 5.90734
19900, 31.5099, 4.40531
19900, 32.6004, 5.14928
19900, 31.29, 5.12211
19900, 32.0325, 7.07446
19900, 31.3709, 5.63139
19900, 30.4426, 5.72186
19900, 32.3027, 6.59122
19900, 31.5922, 5.84647
19900, 32.4509, 8.15217
19900, 33.6404, 3.98903
19900, 31.4709, 5.58934
19900, 30.7556, 6.24102
19900, 31.1721, 5.54479
19900, 32.3738, 5.17715
19900, 31.7517, 7.80156
19900, 30.7774, 5.85925
19900, 31.1359, 6.67016
19900, 32.6748, 4.97842
19900, 32.7568, 6.51266
19900, 33.1059, 4.75281
19900, 32.0195, 5.46555
19900, 31.3938, 3.83269
19900, 29.8424, 6.80471
19900, 32.3018, 5.65341
19900, 31.4729, 5.12975
19900, 31.126, 6.68757
19900, 32.7599, 5.83319
19900, 33.0472, 6.94591
19900, 31.3729, 6.00428
19900, 32.5361, 4.71857
19900, 30.4109, 5.69242
19900, 32.4224, 6.03953
19900, 32.9493, 4.60334
19900, 32.4236, 6.07479
19900, 31.2517, 7.07652
19900, 30.8213, 5.75915
19900, 30.4876, 5.94973
19900, 31.941, 5.12829
19900, 32.3942, 6.42446
19900, 32.275, 5.8385
19900, 31.8929, 5.3995
19900, 33.9834, 5.33478
19900, 32.6047, 4.82325
19900, 31.9403, 6.28038
19900, 31.9931, 4.99471
19900, 33.1495, 5.82575
19900, 31.0778, 7.38046
19900, 31.9688, 6.50054
19900, 31.6499, 4.9151
19900, 31.2667, 5.69953
19900, 32.8446, 4.97313
19900, 32.0714, 5.17111
19900, 31.7623, 6.88366
19900, 32.1631, 5.26179
19900, 31.164, 5.65082
19900, 30.5515, 5.53308
19900, 31.2165, 4.76662
19900, 32.5781, 5.51704
19900, 31.4963, 4.40155
19900, 32.2457, 6.152
19900, 30.9627, 6.43681
19900, 32.215, 6.0369
19900, 30.8982, 4.35437
19900, 32.1291, 5.88822
19900, 29.9205, 6.2486
19900, 31.2586, 4.42741
19900, 30.5636, 5.62599
19900, 31.6123, 5.02364
19900, 31.6268, 6.79435
19901, 32.9893, 5.14354
19901, 32.7375, 5.72968
19901, 31.8499, 6.36531
19901, 31.6666, 6.31336
19901, 30.5727, 5.30218
19901, 31.6735, 4.91986
19901, 32.5089, 4.54884
19901, 31.533, 3.60926
19901, 30.7859, 7.04179
19901, 32.4095, 6.19506
19901, 31.601, 4.74573
19901, 32.7268, 5.59213
19901, 31.2363, 5.39158
19901, 32.1755, 4.90351
19901, 30.5694, 4.53464
19901, 32.5024, 6.41495
19901, 31.8591, 5.73627
19901, 30.5802, 7.1156
19901, 31.1709, 5.53789
19901, 32.1627, 4.98346
19901, 32.2889, 6.70106
19901, 32.3327, 6.63482
19901, 32.4287, 5.1996
19901, 31.3807, 4.45446
19901, 30.3066, 6.0245
19901, 32.0989, 5.82085
19901, 31.5829, 6.5261
19901, 31.0417, 7.64586
19901, 32.6293, 4.24293
19901, 32.8596, 5.22857
19901, 31.5645, 5.5137
19901, 31.6754, 6.57603
19901, 30.9001, 5.95636
19901, 31.5599, 6.1449
19901, 32.1049, 5.29232
19901, 32.3663, 4.68838
19901, 31.5337, 6.14146
19901, 31.8444, 5.56455
19901, 31.3498, 5.98558
19901, 31.8548, 5.46622
19901, 32.2178, 6.11469
19901, 31.7396, 6.5597
19901, 32.6789, 4.99977
19901, 32.9136, 3.99429
19901, 30.7119, 5.77445
19901, 31.1846, 4.70184
19901, 33.0484, 4.66302
19901, 31.8627, 5.23902
19901, 31.581, 6.55285
19901, 31.969, 4.99126
19901, 31.2173, 5.04867
19901, 31.8558, 6.77577
19901, 32.7323, 5.76106
19901, 33.0435, 6.04776
19901, 31.819, 5.35892
19901, 31.9066, 4.533
19901, 30.9015, 6.42525
19901, 30.3003, 7.28868
19901, 31.8044, 6.41658
19901, 32.3169, 6.73866
19901, 30.3476, 5.01479
19901, 32.8001, 6.32816
19901, 31.6077, 5.26701
19901, 31.1235, 7.212
19901, 31.6471, 6.04664
19901, 31.5956, 6.50304
19901, 29.9399, 5.95123
19901, 31.155, 8.1172
19901, 31.9988, 4.48781
19901, 31.5094, 5.12908
19901, 30.6502, 4.50948
19901, 32.6249, 5.98302
19901, 33.5672, 6.1906
19901, 31.185, 3.71092
19901, 31.934, 6.08155
19901, 32.1659, 5.61698
19901, 32.6553, 5.59046
19901, 31.3776, 5.47161
19901, 30.7967, 6.29125
19901, 31.6185, 6.25367
19901, 31.3058, 6.48543
19901, 31.8606, 5.5194
19901, 32.1915, 4.29323
19901, 33.69, 5.15783
19901, 32.4238, 4.91333
19901, 32.3259, 4.71494
19901, 30.6325, 5.98559
19901, 31.7663, 7.2474
19901, 31.908, 5.78777
19901, 31.5127, 5.11374
19901, 31.613, 5.07335
19901, 32.2404, 6.80744
19901, 30.813, 6.18744
19901, 31.3348, 5.19052
19901, 31.9332, 6.48092
19901, 31.1616, 6.02847
19901, 31.4066, 6.22161
19901, 31.0611, 5.55121
19901, 32.3808, 4.81759
19901, 31.253, 4.86299
19902, 31.9637, 5.93747
19902, 31.9258, 6.51278
19902, 31.5698, 5.80131
19902, 32.4822, 4.818
19902, 32.5425, 5.46641
19902, 32.5186, 4.79442
19902, 31.2823, 4.81647
19902, 32.2316, 4.47421
19902, 31.6693, 5.32672
19902, 32.4107, 7.23659
19902, 33.1495, 6.26496
19902, 31.298, 5.63545
19902, 31.1794, 6.41064
19902, 31.7478, 6.97925
19902, 30.477, 5.71423
19902, 32.3635, 6.94145
19902, 32.5092, 4.46484
19902, 31.9157, 5.96448
19902, 32.1139, 5.64538
19902, 31.7914, 5.90275
19902, 31.4172, 5.82624
19902, 32.4303, 6.16068
19902, 31.8741, 5.27809
19902, 32.6246, 4.73568
19902, 31.8631, 5.75969
19902, 32.0665, 5.9519
19902, 31.5399, 5.92127
19902, 32.9218, 4.98445
19902, 31.8654, 4.99773
19902, 31.2164, 4.49053
19902, 30.4862, 4.75248
19902, 31.6704, 4.96463
19902, 31.4057, 5.79059
19902, 31.7895, 6.64613
19902, 31.1824, 4.19349
19902, 31.0603, 5.05649
19902, 30.4836, 6.426
19902, 31.7036, 5.69271
19902, 32.735, 6.10919
19902, 31.6588, 5.62859
19902, 31.6059, 5.9211
19902, 31.9036, 4.01931
19902, 32.6813, 6.45233
19902, 31.3919, 7.22513
19902, 29.2707, 6.21155
19902, 32.0168, 5.24341
19902, 31.9572, 6.54978
19902, 32.9859, 4.77042
19902, 32.7091, 5.07851
19902, 31.8744, 6.06523
19902, 30.4384, 6.8096
19902, 32.2182, 5.41247
19902, 31.1186, 6.39992
19902, 32.4002, 5.885
19902, 31.8169, 4.65479
19902, 30.9037, 6.56606
19902, 30.1039, 6.78263
19902, 30.8341, 5.22011
19902, 32.2567, 4.7544
19902, 30.249, 6.11579
19902, 32.4701, 6.69103
19902, 30.6019, 4.51981
19902, 31.6444, 6.53686
19902, 30.6425, 5.71006
19902, 32.8293, 6.25999
19902, 31.8726, 6.80486
19902, 32.1753, 6.51353
19902, 30.386, 6.015
19902, 31.3971, 5.34343
19902, 32.2743, 5.33531
19902, 31.5724, 6.79398
19902, 32.4203, 5.26901
19902, 30.8986, 5.36988
19902, 32.4334, 7.29105
19902, 32.1276, 3.56186
19902, 32.3823, 4.69396
19902, 32.2346, 5.66629
19902, 30.8095, 6.16953
19902, 32.2184, 6.74288
19902, 31.4876, 6.13981
19902, 32.8749, 5.88604
19902, 32.5022, 6.4895
19902, 31.2431, 5.79134
19902, 31.8905, 5.93576
19902, 32.0741, 5.87162
19902, 32.3661, 5.48546
19902, 30.5904, 7.17216
19902, 32.7885, 4.02914
19902, 31.6103, 6.32828
19902, 30.7557, 5.56306
19902, 32.6375, 5.18383
19902, 31.8138, 3.71215
19902, 32.1484, 4.69283
19902, 32.1298, 6.45542
19902, 32.0759, 4.90825
19902, 32.4369, 5.36655
19902, 31.1887, 5.6865
19902, 31.7015, 5.85651
19902, 32.6649, 6.99737
19902, 32.6703, 5.6059
19903, 32.6228, 7.66509
19903, 31.3918, 5.76504
19903, 32.1267, 5.46758
19903, 31.6931, 5.5735
19903, 32.1505, 3.69047
19903, 32.2166, 6.02036
19903, 31.0801, 4.77525
19903, 30.2539, 5.18756
19903, 32.3217, 5.39592
19903, 31.0504, 5.27778
19903, 31.4646, 6.04148
19903, 32.8408, 4.43735
19903, 31.0356, 6.67173
19903, 30.8417, 6.59239
19903, 30.7998, 3.75538
19903, 32.1611, 5.23574
19903, 30.9219, 6.68591
19903, 32.0646, 5.95726
19903, 31.0419, 4.50262
19903, 31.0222, 6.43929
19903, 31.0827, 5.27915
19903, 33.7941, 5.23846
19903, 30.9393, 5.21881
19903, 31.9333, 4.7469
19903, 30.8148, 5.80594
19903, 33.4243, 4.35294
19903, 31.5106, 5.39722
19903, 31.9264, 4.9135
19903, 32.0863, 7.22484
19903, 32.0383, 6.02132
19903, 31.7059, 4.61685
19903, 31.4909, 6.79754
19903, 32.4853, 6.07543
19903, 31.4678, 4.80876
19903, 32.136, 6.02551
19903, 30.2491, 6.50804
19903, 31.0745, 8.12498
19903, 31.3266, 5.72462
19903, 32.9209, 6.18278
19903, 31.8681, 4.82955
19903, 30.2589, 5.67274
19903, 31.239, 5.9067
19903, 31.1401, 6.74117
19903, 31.4576, 6.44362
19903, 32.3873, 5.74555
19903, 31.8393, 6.35956
19903, 30.7562, 5.52633
19903, 31.264, 7.42052
19903, 31.1465, 6.67699
19903, 31.4009, 5.44599
19903, 31.3585, 5.16617
19903, 32.8958, 6.67103
19903, 30.8473, 6.45994
19903, 31.369, 6.1104
19903, 32.0829, 5.9966
19903, 32.5474, 4.81841
19903, 32.3254, 4.15901
19903, 32.6808, 6.48498
19903, 33.7462, 4.40001
19903, 30.8219, 5.97631
19903, 32.2975, 4.42154
19903, 31.9001, 6.76291
19903, 31.6143, 5.21081
19903, 32.1259, 5.02396
19903, 31.5402, 5.68977
19903, 31.853, 6.48671
19903, 31.4526, 4.45763
19903, 30.7799, 5.19605
19903, 30.7398, 6.63878
19903, 30.3821, 5.11355
19903, 30.1647, 5.34124
19903, 31.8786, 5.60837
19903, 30.5317, 3.84249
19903, 31.1712, 6.21717
19903, 32.3391, 4.79492
19903, 32.673, 6.13816
19903, 31.488, 4.8545
19903, 32.5927, 4.95497
19903, 32.3588, 6.57418
19903, 31.8742, 4.37407
19903, 31.3585, 5.18316
19903, 32.407, 4.80675
19903, 30.9907, 6.40452
19903, 31.4357, 7.30895
19903, 32.1455, 6.15299
19903, 32.8801, 6.06172
19903, 32.3737, 6.36984
19903, 32.0972, 6.64262
19903, 32.8735, 4.81354
19903, 30.7095, 6.10743
19903, 32.6716, 6.7143
19903, 30.979, 4.03297
19903, 30.7835, 6.77453
19903, 31.7167, 4.3687
19903, 32.55, 6.49265
19903, 33.378, 5.43946
19903, 31.8581, 6.00473
19903, 31.5885, 5.83333
19903, 31.6048, 7.00515
19903, 32.2273, 5.84338
19904, 31.7349, 6.71681
19904, 31.4625, 7.47331
19904, 32.7902, 5.70528
19904, 30.7919, 6.63154
19904, 32.2917, 4.44154
19904, 32.5709, 6.51723
19904, 30.821, 6.50504
19904, 33.1144, 5.03831
19904, 31.2266, 5.32975
19904, 31.9672, 5.36413
19904, 32.6636, 4.2613
19904, 31.4538, 5.65087
19904, 30.7695, 6.50139
19904, 30.5884, 5.52889
19904, 32.3528, 4.2245
19904, 32.4959, 3.90872
19904, 31.4082, 5.76415
19904, 32.5926, 5.40962
19904, 31.4872, 5.34864
19904, 31.9062, 5.82134
19904, 30.4942, 4.45999
19904, 29.8451, 4.9139
19904, 32.0675, 4.89921
19904, 32.487, 5.45656
19904, 31.598, 4.65861
19904, 29.0637, 4.50361
19904, 31.1454, 6.60168
19904, 32.7292, 5.3717
19904, 31.5081, 4.88228
19904, 30.6243, 6.40612
19904, 32.0286, 5.30195
19904, 32.3127, 5.58487
19904, 32.3114, 6.00976
19904, 29.8786, 5.36097
19904, 32.4977, 6.05073
19904, 32.1478, 4.72729
19904, 30.9923, 6.29742
19904, 30.9473, 4.82738
19904, 31.2576, 6.55808
19904, 31.8697, 6.32067
19904, 31.8704, 4.53426
19904, 32.5233, 5.92653
19904, 31.9347, 5.54374
19904, 31.6712, 6.06264
19904, 32.7832, 5.529
19904, 31.0363, 4.73888
19904, 32.5227, 6.66717
19904, 31.3314, 4.8362
19904, 31.9976, 3.89655
19904, 32.3105, 4.10296
19904, 32.8137, 4.60838
19904, 33.3334, 5.92333
19904, 32.1267, 6.55113
19904, 32.3137, 6.70157
19904, 32.1263, 5.14713
19904, 32.5343, 6.39567
19904, 31.2652, 6.02754
19904, 30.4526, 5.23053
19904, 31.446, 6.3534
19904, 31.1175, 4.38827
19904, 31.9589, 4.66961
19904, 31.6575, 6.05278
19904, 32.5391, 5.94332
19904, 31.1338, 3.49949
19904, 31.1467, 5.53316
19904, 30.7765, 6.00492
19904, 31.4369, 6.75619
19904, 31.4866, 5.71009
19904, 32.8409, 5.6469
19904, 31.692, 5.34705
19904, 32.0072, 5.00809
19904, 31.3918, 5.31139
19904, 32.34, 4.82849
19904, 29.659, 7.18616
19904, 30.4195, 6.25087
19904, 32.5216, 4.35529
19904, 31.8596, 4.84993
19904, 31.4568, 7.07593
19904, 30.9502, 3.95884
19904, 31.7517, 4.26147
19904, 32.3341, 6.06013
19904, 32.1264, 5.506
19904, 31.8734, 7.51785
19904, 32.5273, 3.70527
19904, 32.4838, 5.84117
19904, 32.1841, 4.9666
19904, 31.8899, 6.3399
19904, 31.4045, 5.67719
19904, 30.1283, 6.43767
19904, 29.8303, 6.23953
19904, 32.5166, 3.43725
19904, 31.7842, 4.62829
19904, 31.9666, 5.74657
19904, 33.782, 4.55743
19904, 32.8066, 5.96675
19904, 32.3498, 5.31548
19904, 31.9205, 6.52809
19904, 31.6128, 5.64506
19904, 32.2073, 4.92538
19904, 30.8243, 5.7405
19905, 31.8217, 5.54903
19905, 31.8148, 5.48107
19905, 32.4654, 5.2319
19905, 31.4661, 4.91982
19905, 32.7498, 4.65236
19905, 30.9418, 5.89026
19905, 30.883, 6.58803
19905, 31.0695, 5.5001
19905, 32.1268, 5.24169
19905, 32.2289, 5.58585
19905, 30.3285, 6.1494
19905, 30.7242, 6.26727
19905, 31.5494, 5.96982
19905, 31.9986, 6.0452
19905, 32.5227, 5.35929
19905, 33.5761, 6.78421
19905, 31.6619, 6.95692
19905, 32.0725, 5.77099
19905, 30.8063, 5.0158
19905, 31.197, 5.40216
19905, 31.9457, 6.49796
19905, 31.5721, 4.57801
19905, 31.273, 5.76573
19905, 30.7964, 5.90348
19905, 32.2856, 4.9558
19905, 29.9964, 6.3518
19905, 31.2536, 6.36398
19905, 30.4319, 6.37873
19905, 30.9998, 6.88175
19905, 31.1852, 6.01108
19905, 30.481, 5.38728
19905, 32.0624, 5.85547
19905, 32.2529, 6.24771
19905, 31.442, 7.11602
19905, 32.0307, 5.67515
19905, 31.6003, 6.86597
19905, 31.7672, 5.76503
19905, 32.1764, 6.83796
19905, 32.0747, 5.62573
19905, 31.6761, 6.08128
19905, 31.8828, 6.29879
19905, 31.8026, 6.5817
19905, 31.9495, 6.10767
19905, 31.414, 6.7567
19905, 31.624, 6.04654
19905, 31.7371, 5.82443
19905, 31.8744, 6.30039
19905, 32.2631, 5.86408
19905, 30.0901, 5.57791
19905, 33.1778, 6.1777
19905, 32.8563, 4.61916
19905, 32.6338, 6.25262
19905, 32.2864, 5.3178
19905, 31.6041, 5.66672
19905, 33.2922, 4.8065
19905, 31.9739, 5.57159
19905, 29.7683, 5.23509
19905, 31.8995, 6.94591
19905, 32.3503, 5.32134
19905, 32.4937, 5.93918
19905, 31.596, 3.97352
19905, 31.8864, 6.34449
19905, 32.1441, 7.24991
19905, 31.6049, 5.31513
19905, 32.2324, 5.45721
19905, 32.2759, 6.42
19905, 31.9012, 6.04243
19905, 31.7285, 4.26143
19905, 31.6961, 5.51276
19905, 31.8915, 7.20679
19905, 32.5402, 5.07455
19905, 33.1773, 7.52825
19905, 32.8225, 5.85861
19905, 31.2035, 6.7271
19905, 32.4051, 3.80549
19905, 30.9637, 5.94121
19905, 30.6204, 6.4621
19905, 31.5249, 7.81317
19905, 31.4437, 4.81239
19905, 30.934, 5.42842
19905, 31.6767, 4.74871
19905, 31.9836, 7.25288
19905, 31.4168, 4.79114
19905, 31.2855, 6.72614
19905, 32.1695, 4.71667
19905, 32.7114, 6.57485
19905, 31.7698, 4.59595
19905, 30.1217, 6.44138
19905, 32.3507, 6.70824
19905, 31.5527, 7.03059
19905, 30.1057, 4.58376
19905, 31.7534, 6.33972
19905, 30.7748, 5.28646
19905, 32.9934, 6.24052
19905, 31.4222, 5.203
19905, 32.1701, 5.88382
19905, 30.7585, 6.5821
19905, 30.6286, 6.29506
19905, 32.0261, 5.82786
19905, 31.2755, 4.89672
19906, 32.9293, 5.15305
19906, 31.4765, 4.86664
19906, 31.2721, 5.00241
19906, 30.4382, 5.58723
19906, 31.7857, 5.71764
19906, 31.4396, 6.41924
19906, 32.0682, 5.21688
19906, 30.7029, 6.4871
19906, 32.4149, 6.5579
19906, 31.063, 5.87841
19906, 30.5004, 5.81583
19906, 31.7358, 6.19207
19906, 32.2152, 5.01721
19906, 31.1285, 6.02857
19906, 32.8572, 6.95867
19906, 31.8128, 7.19479
19906, 32.0062, 6.07531
19906, 31.1431, 5.29138
19906, 31.3821, 5.24565
19906, 31.1353, 7.00724
19906, 30.159, 5.39194
19906, 30.9496, 6.30491
19906, 31.6624, 5.25495
19906, 30.2665, 6.77429
19906, 30.8652, 6.71956
19906, 30.5269, 4.68231
19906, 31.6641, 5.472
19906, 31.3555, 5.06539
19906, 31.1471, 4.63462
19906, 31.6597, 6.70668
19906, 31.2834, 5.55576
19906, 30.8069, 6.4685
19906, 32.2663, 5.87862
19906, 30.9781, 5.06004
19906, 33.4621, 5.93537
19906, 30.5467, 5.48662
19906, 32.6738, 5.91392
19906, 32.026, 4.1865
19906, 31.4659, 5.2798
19906, 33.0222, 6.25325
19906, 30.2605, 6.72753
19906, 32.4335, 6.17279
19906, 32.3304, 6.08356
19906, 31.9015, 5.06652
19906, 30.7776, 4.91789
19906, 30.7737, 3.65983
19906, 30.8357, 4.90488
19906, 31.2286, 4.10716
19906, 30.7537, 7.20044
19906, 29.9943, 6.49069
19906, 32.3377, 6.49297
19906, 33.5533, 5.40599
19906, 33.5908, 6.16649
19906, 32.9366, 5.23838
19906, 31.9613, 6.71483
19906, 31.5082, 4.17044
19906, 32.9938, 7.05957
19906, 30.6252, 5.19375
19906, 32.792, 5.80853
19906, 31.0809, 5.57451
19906, 32.6161, 5.9789
19906, 30.959, 5.20208
19906, 30.5201, 5.80512
19906, 31.5367, 4.90504
19906, 30.3197, 5.33157
19906, 30.8695, 5.44134
19906, 32.274, 5.07367
19906, 30.7649, 7.23036
19906, 31.3338, 6.89067
19906, 32.3756, 5.0458
19906, 30.1542, 6.02303
19906, 32.3551, 4.99836
19906, 32.1383, 4.84542
19906, 30.8184, 4.57208
19906, 31.2108, 5.88026
19906, 32.298, 5.46801
19906, 31.9559, 3.50805
19906, 32.7434, 5.84338
19906, 33.0913, 5.37545
19906, 33.0961, 6.60324
19906, 30.8031, 5.98373
19906, 32.6233, 5.3774
19906, 31.9964, 5.66602
19906, 30.8444, 5.478
19906, 32.0411, 5.80331
19906, 31.0571, 6.2178
19906, 31.2165, 5.96506
19906, 31.5297, 4.89961
19906, 30.2508, 4.33536
19906, 31.2768, 6.23592
19906, 31.5599, 6.31679
19906, 30.8178, 5.52137
19906, 32.5014, 5.12388
19906, 31.2756, 4.42629
19906, 32.8323, 5.23354
19906, 32.8428, 5.90144
19906, 32.3679, 5.41567
19906, 31.7057, 4.19093
19906, 31.1399, 5.10136
19906, 32.4519, 6.34872
19907, 32.2692, 4.76796
19907, 31.8545, 5.63877
19907, 31.3203, 5.619
19907, 31.6735, 5.51058
19907, 33.0761, 6.25253
19907, 31.2323, 6.67237
19907, 31.2967, 6.2703
19907, 32.669, 5.17126
19907, 30.5851, 6.12426
19907, 30.2329, 4.23347
19907, 31.7702, 6.30817
19907, 31.8392, 6.4477
19907, 30.0938, 6.56655
19907, 31.3669, 4.72592
19907, 32.6125, 5.17061
19907, 32.5136, 4.94392
19907, 31.182, 5.5778
19907, 31.6809, 5.52478
19907, 31.486, 5.64053
19907, 32.6822, 5.45499
19907, 30.8074, 6.31292
19907, 30.8614, 5.70906
19907, 31.8126, 6.47984
19907, 32.0513, 6.35249
19907, 32.934, 7.42371
19907, 30.8443, 5.21162
19907, 31.4299, 5.14912
19907, 30.871, 5.51105
19907, 32.1732, 5.99734
19907, 31.3384, 5.54489
19907, 30.9242, 4.17751
19907, 31.7581, 4.71612
19907, 31.3165, 5.15994
19907, 31.5196, 5.56493
19907, 31.4371, 6.14438
19907, 31.5123, 5.91782
19907, 31.3212, 5.81096
19907, 32.1101, 6.94374
19907, 30.379, 4.83967
19907, 33.3711, 6.08813
19907, 30.7198, 4.73953
19907, 32.3138, 5.90814
19907, 32.466, 4.8171
19907, 32.312, 6.27328
19907, 30.3902, 4.66432
19907, 32.1513, 4.4319
19907, 31.6376, 4.88243
19907, 31.6618, 4.8338
19907, 31.2193, 4.17308
19907, 30.6442, 5.18244
19907, 31.3617, 5.98432
19907, 33.222, 5.91999
19907, 31.5832, 6.27471
19907, 29.4723, 4.90988
19907, 31.573, 6.69344
19907, 32.5277, 4.13289
19907, 32.6907, 5.7988
19907, 32.0787, 5.14761
19907, 32.2995, 7.66632
19907, 32.0734, 7.21794
19907, 33.1527, 5.63641
19907, 32.4461, 6.21515
19907, 31.9214, 5.18731
19907, 32.3967, 6.11411
19907, 32.1884, 6.34442
19907, 32.7594, 5.09014
19907, 31.4775, 6.6738
19907, 30.5444, 7.11795
19907, 31.1223, 7.6749
19907, 31.1087, 5.76841
19907, 32.5476, 6.14059
19907, 31.2559, 4.70607
19907, 31.5792, 5.77257
19907, 31.4971, 6.79015
19907, 32.4379, 6.12916
19907, 31.9026, 4.29273
19907, 31.4064, 5.17226
19907, 31.7634, 4.44699
19907, 31.7185, 6.00099
19907, 30.8034, 4.26802
19907, 29.9977, 5.09467
19907, 33.1745, 5.03639
19907, 31.1278, 5.44674
19907, 32.1903, 4.68226
19907, 32.3901, 4.68475
19907, 31.5901, 6.48268
19907, 31.6003, 6.9835
19907, 32.2094, 6.02902
19907, 33.4941, 5.18254
19907, 31.8472, 6.05294
19907, 32.5197, 4.76205
19907, 31.7637, 6.32308
19907, 32.2436, 5.64136
19907, 31.8928, 6.59351
19907, 32.1114, 3.73753
19907, 32.3162, 6.17672
19907, 30.8282, 4.79462
19907, 31.6228, 5.69295
19907, 32.139, 6.45259
19907, 31.8613, 6.18725
19908, 31.3283, 3.95095
19908, 29.5568, 7.18796
19908, 32.3119, 5.13622
19908, 31.0224, 5.37059
19908, 32.2834, 4.42078
19908, 31.925, 6.00248
19908, 32.4694, 5.4338
19908, 31.9982, 4.96971
19908, 32.0565, 5.30595
19908, 30.3427, 5.93635
19908, 32.0492, 4.64711
19908, 33.5359, 5.24078
19908, 31.6294, 6.41155
19908, 32.0088, 6.25686
19908, 31.6752, 4.5016
19908, 32.0548, 7.03509
19908, 31.8136, 5.85517
19908, 30.9938, 4.59234
19908, 32.6834, 5.39614
19908, 33.2392, 3.93686
19908, 30.4874, 5.82478
19908, 31.6549, 6.33451
19908, 31.5931, 5.62962
19908, 31.0337, 6.34665
19908, 31.8091, 5.97342
19908, 30.9986, 4.82768
19908, 31.8773, 7.08678
19908, 32.741, 4.59945
19908, 31.397, 6.05034
19908, 31.3721, 6.59562
19908, 31.413, 5.85017
19908, 30.1244, 5.67458
19908, 33.004, 4.87038
19908, 31.1358, 6.20104
19908, 31.7989, 6.4547
19908, 30.6734, 5.50415
19908, 33.0888, 6.35573
19908, 31.0184, 5.88007
19908, 32.7621, 6.08489
19908, 30.83, 6.90936
19908, 31.9069, 5.44003
19908, 32.2683, 5.84998
19908, 31.381, 5.02408
19908, 32.701, 5.95532
19908, 31.9184, 6.12912
19908, 31.7159, 6.81917
19908, 31.4327, 6.78193
19908, 32.8894, 5.65906
19908, 31.9768, 5.52911
19908, 31.3661, 6.56026
19908, 31.0291, 6.30171
19908, 30.8141, 6.18773
19908, 30.97, 5.87446
19908, 31.7085, 5.58081
19908, 33.1563, 6.45875
19908, 31.4573, 5.72427
19908, 32.3556, 5.12863
19908, 31.7725, 5.43819
19908, 31.2898, 6.83701
19908, 31.6355, 5.08478
19908, 30.816, 5.8517
19908, 32.3335, 5.44939
19908, 31.0716, 5.84773
19908, 31.8496, 5.28136
19908, 32.568, 5.93235
19908, 32.7548, 6.20262
19908, 31.9458, 5.11828
19908, 32.2382, 6.2183
19908, 31.7661, 7.08678
19908, 32.4274, 6.49827
19908, 31.7901, 5.95439
19908, 32.3961, 5.49773
19908, 31.3652, 3.91215
19908, 31.889, 4.85093
19908, 32.867, 5.72332
19908, 31.166, 6.45074
19908, 31.5619, 6.45032
19908, 31.574, 5.26731
19908, 31.8528, 5.56926
19908, 32.7223, 5.13944
19908, 31.8648, 5.0044
19908, 33.0171, 6.37763
19908, 31.3022, 5.56818
19908, 30.5165, 5.59747
19908, 31.4273, 4.95555
19908, 31.8593, 4.97151
19908, 31.1358, 5.46319
19908, 31.1274, 5.69396
19908, 32.1204, 6.15435
19908, 32.0092, 6.25635
19908, 31.7336, 5.58444
19908, 32.0857, 5.1549
19908, 31.4602, 5.61672
19908, 31.0925, 5.95638
19908, 31.1843, 5.90922
19908, 31.2621, 6.64682
19908, 31.9932, 5.72157
19908, 31.7269, 6.3122
19908, 31.4865, 5.09937
19908, 32.9377, 6.01897
19909, 32.1742, 4.46538
19909, 31.9486, 5.04539
19909, 33.0403, 7.61031
19909, 32.4168, 5.56478
19909, 32.2036, 5.72489
19909, 30.5908, 5.20467
19909, 30.9193, 4.43838
19909, 30.3035, 5.94559
19909, 32.119, 6.17629
19909, 32.9885, 6.48107
19909, 32.0012, 6.10077
19909, 31.4887, 5.75028
19909, 30.4473, 5.74339
19909, 32.2874, 5.32927
19909, 31.286, 5.35911
19909, 31.3627, 4.98187
19909, 32.5818, 5.84201
19909, 31.5316, 6.08008
19909, 31.441, 5.56233
19909, 32.5339, 5.62326
19909, 30.3448, 6.3451
19909, 31.9488, 6.83667
19909, 32.9098, 5.50643
19909, 31.2325, 6.78203
19909, 32.1438, 7.1113
19909, 31.5736, 6.34362
19909, 31.6636, 6.69056
19909, 32.2791, 5.32414
19909, 31.0235, 4.56847
19909, 32.2864, 7.61456
19909, 32.8681, 5.30069
19909, 31.5308, 6.10628
19909, 31.8121, 5.037
19909, 32.2269, 4.9949
19909, 31.1386, 6.58103
19909, 30.4258, 5.95487
19909, 32.0021, 6.24002
19909, 30.4831, 5.77661
19909, 31.8692, 6.09037
