cycle, B, CTmin
19920, 32.3744, 5.65234
19920, 30.6851, 6.29341
19920, 31.0717, 4.64362
19920, 31.0936, 6.39894
19920, 32.295, 6.22263
19920, 32.4546, 5.19486
19920, 32.2303, 5.65157
19920, 31.2634, 5.09561
19920, 32.2734, 5.92235
19920, 32.6186, 5.86462
19920, 32.1477, 6.11433
19920, 30.8486, 7.07016
19920, 33.0606, 5.85218
19920, 31.2238, 4.80818
19920, 31.6095, 6.85196
19920, 31.4887, 5.90082
19920, 32.3531, 6.20685
19920, 32.2271, 5.7208
19920, 31.0753, 6.0122
19920, 30.4899, 6.8619
19920, 31.5044, 6.00733
19920, 31.8551, 6.94324
19920, 32.2816, 6.06325
19920, 33.395, 5.1096
19920, 32.0816, 5.39125
19920, 30.89, 6.53861
19920, 32.0911, 5.45661
19920, 31.6245, 5.47112
19920, 31.192, 4.86306
19920, 33.666, 4.68762
19920, 32.6305, 5.38239
19920, 32.313, 4.91306
19920, 31.3648, 6.70285
19920, 32.855, 6.21738
19920, 32.6687, 5.4026
19920, 31.7574, 5.9042
19920, 30.0379, 5.90357
19920, 32.9218, 4.3286
19920, 32.2638, 6.31246
19920, 32.2824, 6.06961
19920, 31.4772, 6.4095
19921, 32.3251, 5.2865
19921, 31.2906, 4.99432
19921, 32.0517, 6.54523
19921, 30.7414, 5.52553
19921, 30.3856, 4.67387
19921, 30.6491, 5.47476
19921, 31.1462, 4.96856
19921, 32.9222, 6.56073
19921, 31.4862, 6.49407
19921, 32.546, 5.95454
19921, 31.6935, 5.74382
19921, 32.3339, 4.11557
19921, 31.7186, 6.92851
19921, 34.3372, 4.85376
19921, 32.9674, 6.63668
19921, 32.3233, 5.27615
19921, 32.4351, 4.86221
19921, 33.0019, 6.35387
19921, 31.1073, 6.11944
19921, 32.0048, 5.77276
19921, 31.6682, 5.10626
19921, 32.5174, 5.67415
19921, 31.4372, 6.15897
19921, 31.7836, 4.41998
19921, 32.2951, 4.44841
19921, 31.3556, 5.27739
19921, 32.9252, 6.67221
19921, 30.705, 6.88586
19921, 31.5566, 5.0867
19921, 31.4575, 4.47279
19921, 31.0463, 4.74389
19921, 31.1069, 4.33737
19921, 31.2889, 6.33138
19921, 33.7438, 6.16867
19921, 32.4058, 4.42594
19921, 33.2728, 6.74965
19921, 32.5829, 4.11861
19921, 32.0059, 5.60469
19921, 32.1487, 6.55927
19921, 30.893, 4.79262
19921, 31.2299, 5.71542
19921, 31.7085, 6.28165
19921, 30.7704, 5.31802
19921, 31.8092, 3.9393
19921, 33.5694, 7.09558
19921, 30.6115, 5.46498
19921, 32.267, 4.90061
19921, 33.5059, 6.08513
19921, 31.4179, 6.05176
19921, 31.6156, 4.03377
19921, 30.8705, 5.19121
19921, 31.8283, 4.5205
19921, 30.3267, 6.73569
19921, 32.1708, 5.64402
19921, 31.4059, 7.61944
19921, 31.4762, 6.36884
19921, 31.1791, 7.01231
19921, 31.7317, 5.49922
19921, 32.3502, 5.42466
19921, 31.8328, 6.81331
19921, 29.1529, 5.17389
19921, 31.2855, 5.70947
19921, 32.5751, 6.15751
19921, 30.7238, 4.72075
19921, 30.8573, 5.75117
19921, 31.0003, 6.6509
19921, 31.32, 5.66802
19921, 30.6828, 4.80234
19921, 31.4792, 6.54879
19921, 32.018, 4.98803
19921, 31.264, 5.96091
19921, 32.3962, 3.83525
19921, 31.8496, 6.77795
19921, 31.735, 7.42542
19921, 31.0191, 6.55367
19921, 31.9192, 4.74958
19921, 31.916, 4.38128
19921, 31.0867, 7.02731
19921, 31.488, 5.79697
19921, 32.3582, 5.99768
19921, 30.6453, 5.69434
19921, 32.7656, 5.36375
19921, 33.2066, 4.65957
19921, 30.8368, 4.77021
19921, 33.5793, 4.96391
19921, 33.0128, 5.17263
19921, 31.4465, 7.06114
19921, 32.5146, 6.19696
19921, 31.2391, 6.45984
19921, 31.696, 5.3661
19921, 31.2397, 6.74165
19921, 31.0972, 4.38107
19921, 31.524, 7.31416
19921, 31.6552, 5.81146
19921, 29.9599, 6.90105
19921, 31.9243, 5.67724
19921, 32.9634, 6.00438
19921, 32.5539, 6.93696
19921, 32.275, 4.71544
19921, 31.926, 5.14771
19922, 33.0193, 5.42822
19922, 31.6971, 5.88019
19922, 30.4872, 5.90672
19922, 31.1613, 5.23867
19922, 30.5882, 4.46393
19922, 31.8147, 5.6521
19922, 31.7064, 6.64637
19922, 30.9548, 6.53674
19922, 30.5875, 4.10892
19922, 31.0914, 5.68011
19922, 31.2547, 6.17503
19922, 31.5676, 6.38773
19922, 31.2207, 4.96296
19922, 32.2728, 6.21944
19922, 32.1337, 4.26496
19922, 32.1707, 6.09754
19922, 32.5924, 5.67373
19922, 32.8966, 5.69014
19922, 32.1094, 5.09765
19922, 31.7003, 5.4056
19922, 33.1527, 5.49333
19922, 31.484, 4.77918
19922, 32.2972, 6.90706
19922, 30.4359, 6.05742
19922, 32.3583, 4.7752
19922, 31.1479, 5.32756
19922, 31.8408, 4.81686
19922, 31.917, 3.82619
19922, 31.0399, 5.8628
19922, 32.0123, 4.94054
19922, 31.5256, 7.04667
19922, 31.3735, 6.83979
19922, 30.6591, 5.19917
19922, 30.447, 4.9497
19922, 30.1113, 5.60522
19922, 32.0659, 4.73718
19922, 32.0049, 5.16794
19922, 31.6523, 4.21131
19922, 30.6608, 5.07366
19922, 31.8057, 5.3536
19922, 30.5442, 6.35818
19922, 32.6207, 5.92892
19922, 30.8981, 6.7584
19922, 32.3152, 5.44576
19922, 31.4873, 4.81094
19922, 32.1495, 6.34327
19922, 31.9499, 6.28234
19922, 32.5955, 5.87637
19922, 31.7327, 6.79519
19922, 31.1732, 6.29076
19922, 29.7989, 4.82289
19922, 31.5643, 5.1923
19922, 31.7105, 4.16281
19922, 33.3721, 5.59357
19922, 31.4174, 6.8074
19922, 30.1358, 5.89811
19922, 31.0239, 6.44478
19922, 31.0941, 5.77558
19922, 32.7256, 5.97225
19922, 31.75, 4.73141
19922, 31.5662, 4.52062
19922, 30.8139, 5.39039
19922, 30.6797, 5.90091
19922, 31.7944, 6.37625
19922, 32.5373, 4.924
19922, 31.4086, 5.3743
19922, 32.6561, 5.76126
19922, 32.0995, 6.59774
19922, 31.783, 4.99846
19922, 31.3715, 5.08776
19922, 33.2299, 5.45954
19922, 31.4313, 5.75766
19922, 30.9803, 6.4244
19922, 31.1513, 6.09645
19922, 32.4999, 5.65404
19922, 30.9977, 4.48742
19922, 31.5192, 3.52038
19922, 30.296, 5.53523
19922, 31.2929, 5.31781
19922, 32.0407, 6.14997
19922, 31.5899, 5.63151
19922, 30.7153, 6.33328
19922, 32.6299, 6.46842
19922, 31.8364, 5.28224
19922, 32.0956, 5.11467
19922, 30.9361, 5.70986
19922, 30.6034, 5.90257
19922, 32.5108, 5.04742
19922, 30.9077, 5.14536
19922, 33.7054, 5.13393
19922, 32.5486, 7.50331
19922, 32.0283, 5.54789
19922, 31.4946, 4.09533
19922, 32.469, 5.64281
19922, 32.1897, 5.23328
19922, 32.6169, 4.74876
19922, 30.9489, 6.17516
19922, 32.7612, 6.84839
19922, 32.0658, 4.97802
19922, 31.3457, 5.56522
19923, 32.6314, 6.01403
19923, 33.5961, 5.60246
19923, 32.1661, 4.72277
19923, 31.1867, 5.58001
19923, 32.5291, 5.6254
19923, 32.2849, 5.13624
19923, 31.7598, 3.88815
19923, 32.4279, 7.0518
19923, 31.5424, 6.25537
19923, 32.1591, 5.46066
19923, 32.2452, 5.58885
19923, 30.1533, 6.22953
19923, 32.5931, 5.55148
19923, 32.7931, 4.79273
19923, 32.6532, 6.20958
19923, 30.8396, 6.80955
19923, 31.9337, 6.11316
19923, 32.8359, 6.14289
19923, 32.7586, 5.34097
19923, 31.8476, 7.33323
19923, 31.729, 5.98108
19923, 30.9788, 4.92667
19923, 30.5381, 6.66273
19923, 31.1382, 7.05763
19923, 31.7308, 6.73481
19923, 31.9495, 5.73312
19923, 31.4947, 5.12155
19923, 30.7266, 5.68445
19923, 30.0629, 5.9217
19923, 32.0424, 5.90943
19923, 32.7433, 4.43797
19923, 32.884, 7.30641
19923, 30.513, 5.81307
19923, 32.7268, 4.18451
19923, 31.7834, 5.18459
19923, 31.905, 5.86454
19923, 31.7468, 5.46496
19923, 31.0825, 4.86902
19923, 30.7326, 6.54474
19923, 32.2092, 6.73283
19923, 30.7644, 5.89859
19923, 33.1424, 7.23964
19923, 31.8245, 4.8024
19923, 33.6086, 5.15837
19923, 29.5581, 7.06421
19923, 31.6851, 5.33018
19923, 30.6667, 5.90318
19923, 32.5605, 5.73096
19923, 33.6902, 5.19641
19923, 31.9087, 4.75699
19923, 32.1593, 4.79287
19923, 32.7339, 5.02958
19923, 31.8355, 4.73968
19923, 30.6739, 5.12472
19923, 31.1707, 5.60114
19923, 31.8279, 4.51567
19923, 31.7596, 5.11623
19923, 32.2368, 5.69255
19923, 31.03, 4.55815
19923, 32.6682, 5.76214
19923, 32.5651, 5.92978
19923, 30.6409, 6.51339
19923, 31.4711, 5.67239
19923, 30.4754, 4.74177
19923, 30.8876, 5.70169
19923, 30.441, 5.72162
19923, 31.8719, 5.84375
19923, 32.2027, 6.67968
19923, 31.788, 5.90667
19923, 32.4847, 6.49445
19923, 31.7726, 6.00052
19923, 31.0706, 5.04116
19923, 31.172, 5.34679
19923, 32.1674, 4.53018
19923, 31.1009, 4.22242
19923, 30.5594, 5.51397
19923, 31.5656, 4.77357
19923, 31.7633, 6.13042
19923, 31.3144, 6.71781
19923, 31.605, 5.51895
19923, 29.6277, 5.67481
19923, 31.0517, 6.58737
19923, 32.188, 5.73024
19923, 31.3137, 6.54913
19923, 32.2053, 5.55981
19923, 32.5734, 6.39337
19923, 31.9943, 5.98317
19923, 31.5172, 5.89318
19923, 30.0906, 7.03493
19923, 30.2593, 4.4746
19923, 31.0199, 6.9295
19923, 31.5945, 5.62191
19923, 32.4394, 4.17665
19923, 31.4012, 5.9317
19923, 32.3448, 6.71061
19923, 31.749, 6.09441
19923, 31.1039, 4.74555
19923, 32.0131, 6.01166
19923, 32.344, 5.40265
19923, 32.3517, 4.39321
19924, 31.5328, 5.47079
19924, 31.4508, 5.2032
19924, 34.5199, 4.55058
19924, 31.3351, 4.9327
19924, 30.7345, 6.17465
19924, 31.6991, 6.9372
19924, 30.5019, 6.64214
19924, 31.5266, 6.40102
19924, 31.6889, 3.68991
19924, 30.2605, 4.76801
19924, 31.2722, 5.57606
19924, 31.763, 5.09881
19924, 32.4412, 5.59599
19924, 32.6551, 4.1642
19924, 32.1995, 6.36296
19924, 32.375, 5.01222
19924, 32.078, 5.69573
19924, 33.4702, 5.39561
19924, 31.7418, 6.39566
19924, 31.6684, 4.35618
19924, 30.3286, 5.47504
19924, 32.8312, 5.13667
19924, 32.3482, 4.90863
19924, 32.4504, 4.87644
19924, 31.8689, 6.02584
19924, 32.3927, 5.59392
19924, 30.0184, 4.11267
19924, 32.8174, 6.35684
19924, 31.0844, 7.58675
19924, 30.8682, 4.68655
19924, 31.9304, 5.16493
19924, 32.3882, 5.46051
19924, 30.8191, 7.10459
19924, 30.3721, 6.19581
19924, 30.2021, 4.86936
19924, 30.3177, 5.64958
19924, 32.2203, 5.50201
19924, 31.0208, 5.40611
19924, 31.0894, 6.18165
19924, 32.4567, 4.86768
19924, 31.2423, 5.23311
19924, 31.5884, 4.73653
19924, 31.6975, 6.01225
19924, 31.0827, 6.08533
19924, 30.4556, 4.53798
19924, 31.4755, 4.01902
19924, 31.9618, 5.41034
19924, 32.1455, 4.11303
19924, 31.4718, 6.23287
19924, 33.167, 5.21857
19924, 29.9435, 6.03357
19924, 31.7397, 5.54355
19924, 31.8899, 6.26756
19924, 31.9255, 6.34548
19924, 31.1331, 5.1751
19924, 31.441, 6.77731
19924, 31.5123, 5.91632
19924, 33.2856, 4.80411
19924, 31.1936, 4.41747
19924, 32.8838, 5.50894
19924, 30.4674, 7.96126
19924, 31.0759, 5.40245
19924, 31.0102, 5.88463
19924, 31.397, 6.41878
19924, 30.3677, 6.08503
19924, 30.9313, 7.12857
19924, 30.554, 5.12866
19924, 30.5394, 5.80466
19924, 32.0832, 5.20432
19924, 31.9597, 5.87762
19924, 32.9704, 4.98313
19924, 31.464, 5.7143
19924, 31.0712, 6.29418
19924, 32.5299, 5.40168
19924, 31.6282, 5.66965
19924, 31.5102, 6.82733
19924, 31.0355, 5.72248
19924, 30.915, 5.13687
19924, 31.4782, 5.82706
19924, 33.7425, 5.7841
19924, 32.4686, 7.05618
19924, 32.4182, 5.80752
19924, 31.9405, 7.80679
19924, 31.3008, 5.57956
19924, 31.495, 7.9297
19924, 32.2088, 6.03245
19924, 31.604, 4.82912
19924, 30.8602, 6.18589
19924, 31.7591, 5.31861
19924, 32.9782, 5.81041
19924, 31.7954, 5.72832
19924, 32.571, 5.35127
19924, 32.0316, 5.04756
19924, 32.2481, 5.75726
19924, 32.6451, 3.45664
19924, 31.0615, 6.53731
19924, 30.823, 4.69678
19924, 32.2197, 6.52535
19924, 31.4903, 6.38456
19924, 30.866, 5.43314
19925, 32.7641, 6.01118
19925, 31.3799, 5.95452
19925, 32.1462, 4.86532
19925, 31.0599, 5.60945
19925, 31.414, 6.02684
19925, 32.1909, 5.57762
19925, 30.8619, 5.728
19925, 32.2031, 5.52658
19925, 32.2937, 4.38476
19925, 32.6154, 5.31932
19925, 32.9488, 4.77557
19925, 31.3467, 5.71043
19925, 32.1851, 4.29928
19925, 32.9032, 3.73326
19925, 33.2419, 4.93423
19925, 31.9495, 5.97746
19925, 33.2194, 6.03791
19925, 31.3127, 6.64223
19925, 31.624, 5.72427
19925, 32.6337, 6.25683
19925, 31.735, 4.98654
19925, 31.3926, 5.23514
19925, 31.3693, 5.18249
19925, 33.1506, 5.86528
19925, 31.4341, 6.16592
19925, 31.8878, 6.17342
19925, 32.0878, 5.91475
19925, 31.3771, 5.60764
19925, 32.424, 6.40639
19925, 31.2785, 4.92547
19925, 33.478, 5.30881
19925, 32.6769, 4.05226
19925, 31.5314, 4.94529
19925, 32.2866, 5.64352
19925, 30.688, 4.15597
19925, 32.7921, 5.23461
19925, 32.6774, 4.60341
19925, 30.7591, 3.91233
19925, 31.7735, 5.47016
19925, 31.2923, 7.70535
19925, 31.7842, 5.58843
19925, 30.8184, 5.85522
19925, 32.5755, 7.08049
19925, 31.609, 4.87658
19925, 32.4846, 6.46827
19925, 32.2445, 5.34912
19925, 31.1011, 5.21971
19925, 30.8762, 4.97474
19925, 31.5897, 6.31944
19925, 31.7884, 5.42407
19925, 31.1654, 5.55114
19925, 31.4012, 5.43095
19925, 32.7369, 4.79322
19925, 29.9561, 5.87576
19925, 30.9629, 4.05316
19925, 32.2014, 5.91873
19925, 31.8852, 5.70693
19925, 32.2263, 6.32952
19925, 32.7054, 5.42729
19925, 31.3258, 5.65197
19925, 32.1724, 5.79194
19925, 29.9627, 6.78323
19925, 30.5891, 4.91827
19925, 31.0153, 5.36316
19925, 31.4429, 6.14329
19925, 32.402, 6.13779
19925, 31.5815, 6.30134
19925, 32.2483, 6.07124
19925, 31.3042, 4.94366
19925, 31.1359, 5.12794
19925, 32.326, 5.90603
19925, 31.8554, 4.5422
19925, 32.7115, 6.17105
19925, 31.8959, 5.26291
19925, 31.8567, 5.74185
19925, 31.1966, 5.64267
19925, 32.8674, 4.45953
19925, 29.6107, 6.08751
19925, 32.2395, 5.88164
19925, 30.5443, 5.04478
19925, 32.5499, 4.98908
19925, 32.1379, 4.5196
19925, 31.981, 7.03795
19925, 31.9604, 5.35913
19925, 32.1477, 6.32145
19925, 33.2999, 5.78676
19925, 32.0472, 6.64766
19925, 31.2628, 6.50086
19925, 32.0009, 5.66639
19925, 31.1211, 6.17034
19925, 31.9202, 5.99104
19925, 31.348, 5.64104
19925, 31.8984, 7.66157
19925, 31.8676, 3.56819
19925, 32.2279, 7.1682
19925, 32.0848, 4.6683
19925, 32.235, 5.47489
19925, 31.9153, 5.69485
19925, 32.3877, 5.21001
19925, 32.4135, 6.86847
19926, 31.4101, 5.27209
19926, 32.2017, 5.2222
19926, 31.0806, 4.73811
19926, 31.7697, 4.63372
19926, 32.1072, 6.47848
19926, 32.2753, 5.6999
19926, 31.6228, 6.24244
19926, 32.3691, 6.07899
19926, 30.9435, 6.48536
19926, 31.1698, 5.83371
19926, 32.5729, 4.50824
19926, 32.1028, 5.63181
19926, 29.889, 5.00297
19926, 31.3066, 5.85765
19926, 32.609, 4.34044
19926, 31.9811, 5.56332
19926, 31.6657, 5.69954
19926, 31.7892, 5.1084
19926, 31.6689, 6.51128
19926, 31.3069, 4.78786
19926, 32.0346, 5.79964
19926, 31.5578, 4.41145
19926, 31.0896, 6.62092
19926, 30.6949, 6.0471
19926, 32.6989, 4.67313
19926, 31.0473, 5.14198
19926, 31.7867, 5.80171
19926, 31.253, 6.0498
19926, 31.1546, 6.08896
19926, 31.9658, 3.87814
19926, 31.7924, 5.45211
19926, 31.4637, 6.19797
19926, 32.8963, 5.33461
19926, 31.2713, 5.0634
19926, 31.4127, 5.59299
19926, 32.2339, 6.34705
19926, 33.12, 5.06716
19926, 30.169, 5.51767
19926, 31.1286, 5.41725
19926, 30.5207, 4.94344
19926, 32.3889, 5.48886
19926, 30.9974, 4.78456
19926, 32.9643, 5.76439
19926, 31.4885, 6.83162
19926, 33.063, 5.42168
19926, 31.6775, 5.61243
19926, 30.1904, 6.06644
19926, 29.8636, 6.60602
19926, 31.6851, 6.32423
19926, 32.594, 6.3132
19926, 31.5429, 6.45573
19926, 29.8582, 5.9099
19926, 33.1529, 5.72572
19926, 32.6011, 6.5794
19926, 29.5384, 5.23209
19926, 30.6942, 4.5909
19926, 32.7322, 5.87767
19926, 31.7137, 5.55871
19926, 31.6176, 5.35681
19926, 31.8507, 6.04131
19926, 30.9139, 7.77481
19926, 32.1793, 5.78113
19926, 33.0365, 5.74725
19926, 32.9644, 5.53159
19926, 32.407, 6.70147
19926, 32.3697, 5.48108
19926, 32.7397, 4.68387
19926, 32.1442, 4.55361
19926, 32.0909, 5.85761
19926, 30.1983, 6.42537
19926, 32.1512, 4.48874
19926, 30.9996, 5.10523
19926, 31.8795, 4.60877
19926, 31.1682, 5.20217
19926, 32.6718, 5.20293
19926, 32.1775, 5.63814
19926, 31.6116, 3.78153
19926, 32.6189, 6.2743
19926, 33.8774, 5.51644
19926, 32.2347, 5.26995
19926, 32.5634, 5.77284
19926, 30.954, 6.59908
19926, 32.034, 6.31102
19926, 30.7356, 5.2771
19926, 30.7087, 5.50789
19926, 31.8162, 5.65071
19926, 31.9294, 6.18904
19926, 31.0214, 5.31755
19926, 31.5776, 5.46024
19926, 32.5173, 5.34446
19926, 31.888, 4.68144
19926, 31.4327, 4.88789
19926, 31.7851, 6.74147
19926, 31.0088, 5.80974
19926, 33.6423, 7.264
19926, 32.232, 5.27179
19926, 31.9922, 5.13515
19926, 30.8343, 6.3011
19926, 30.1778, 4.6109
19926, 30.5029, 4.20551
19927, 32.1787, 4.97948
19927, 32.103, 6.18256
19927, 31.9232, 7.14303
19927, 31.9686, 4.76339
19927, 33.2922, 5.26907
19927, 32.714, 5.9604
19927, 31.4236, 6.40109
19927, 31.7823, 5.12687
19927, 31.381, 5.14183
19927, 32.2307, 5.89969
19927, 31.4029, 6.53882
19927, 30.4623, 5.83421
19927, 32.2059, 3.82227
19927, 32.2071, 5.71676
19927, 31.7111, 5.41397
19927, 31.3406, 6.0586
19927, 31.9768, 6.21981
19927, 30.4869, 6.49048
19927, 32.1993, 4.94892
19927, 30.3359, 5.14381
19927, 30.7953, 4.36327
19927, 32.3202, 6.38578
19927, 31.1134, 5.48185
19927, 32.7385, 5.28266
19927, 32.0739, 4.82505
19927, 30.9135, 5.77804
19927, 30.4009, 5.39744
19927, 31.3261, 6.37811
19927, 31.3222, 5.34023
19927, 32.3327, 5.41388
19927, 31.7891, 6.25815
19927, 30.2637, 4.75999
19927, 30.7195, 4.84264
19927, 32.1912, 7.29687
19927, 30.6281, 5.65953
19927, 30.8683, 4.69093
19927, 33.0532, 6.24902
19927, 31.1839, 5.82777
19927, 32.4633, 6.06676
19927, 31.3304, 6.43808
19927, 31.1328, 5.31126
19927, 32.4631, 5.15621
19927, 32.1083, 4.80709
19927, 30.4941, 5.09259
19927, 31.1915, 6.77969
19927, 31.86, 5.377
19927, 31.4168, 4.53876
19927, 31.6666, 5.0479
19927, 32.2154, 4.88225
19927, 31.4802, 5.91205
19927, 31.5175, 5.33009
19927, 31.1077, 6.2072
19927, 31.2369, 4.56446
19927, 32.8789, 5.7768
19927, 31.4328, 5.39219
19927, 31.6212, 5.01019
19927, 31.7479, 5.65293
19927, 32.5033, 7.00687
19927, 31.5255, 5.60858
19927, 32.5539, 7.05418
19927, 31.3847, 4.94708
19927, 30.6544, 6.1646
19927, 33.3207, 4.68836
19927, 31.8716, 6.08017
19927, 32.677, 4.76096
19927, 32.7598, 3.16483
19927, 33.8364, 7.23279
19927, 32.4098, 4.91532
19927, 31.1573, 6.17198
19927, 31.998, 5.545
19927, 30.8571, 5.30976
19927, 31.5746, 5.87821
19927, 32.2755, 4.86171
19927, 32.1526, 7.01342
19927, 32.8088, 5.40743
19927, 32.0626, 5.39254
19927, 31.3092, 5.2721
19927, 32.8408, 6.11083
19927, 31.3612, 6.39899
19927, 31.8358, 5.52474
19927, 32.3309, 5.96982
19927, 32.5194, 4.8836
19927, 30.5707, 6.22842
19927, 31.9366, 7.10212
19927, 31.4555, 5.52786
19927, 28.9253, 4.98514
19927, 31.4862, 5.16803
19927, 31.0974, 6.12625
19927, 32.3906, 6.15942
19927, 30.5715, 6.64553
19927, 30.776, 5.26815
19927, 31.2969, 5.82876
19927, 31.6888, 5.02864
19927, 32.14, 5.22995
19927, 30.1215, 5.40864
19927, 32.0877, 6.11989
19927, 30.855, 5.50265
19927, 32.0103, 6.95828
19927, 31.85, 6.22549
19927, 32.2149, 4.86212
19928, 31.3986, 4.95703
19928, 31.766, 5.74376
19928, 31.8745, 5.1357
19928, 33.9355, 5.12422
19928, 32.3838, 4.62282
19928, 31.6292, 6.30257
19928, 31.4325, 3.67294
19928, 32.8399, 7.33113
19928, 32.5006, 6.79872
19928, 33.3416, 6.08263
19928, 31.7296, 5.31073
19928, 31.953, 5.06703
19928, 33.8241, 5.54853
19928, 32.7205, 5.06718
19928, 31.3051, 5.10109
19928, 31.0346, 4.95953
19928, 32.3472, 5.59239
19928, 31.7765, 5.4563
19928, 32.9373, 6.82724
19928, 31.2211, 6.19489
19928, 31.3876, 5.11631
19928, 32.9266, 5.10489
19928, 33.2708, 6.12413
19928, 31.6414, 5.83497
19928, 31.3482, 5.20982
19928, 31.7204, 5.74087
19928, 32.2233, 5.76504
19928, 33.1552, 6.16756
19928, 31.137, 4.54251
19928, 31.9799, 4.71752
19928, 31.276, 6.33037
19928, 33.2449, 5.13305
19928, 31.0606, 6.76662
19928, 32.5887, 5.12059
19928, 33.4846, 5.72446
19928, 31.0698, 5.84817
19928, 32.3147, 5.98456
19928, 32.9586, 6.1785
19928, 31.2148, 6.25861
19928, 32.8437, 7.00862
19928, 32.5988, 4.41574
19928, 32.8378, 4.78737
19928, 31.9334, 5.11287
19928, 30.5251, 6.24405
19928, 31.1702, 4.70005
19928, 32.0709, 7.26903
19928, 31.7544, 4.87165
19928, 32.1299, 4.64486
19928, 32.9033, 4.9173
19928, 32.0275, 5.05582
19928, 31.5741, 5.10457
19928, 30.7445, 5.55082
19928, 32.3487, 5.02783
19928, 31.9913, 5.88917
19928, 32.589, 6.07395
19928, 32.8763, 5.91339
19928, 30.9274, 5.52792
19928, 33.2655, 3.84055
19928, 32.0184, 6.41744
19928, 31.4105, 5.09143
19928, 32.8604, 5.45463
19928, 30.6765, 6.17554
19928, 32.1813, 7.37599
19928, 32.3262, 6.19034
19928, 30.7298, 6.36102
19928, 30.7742, 5.44655
19928, 31.9469, 5.7026
19928, 33.8516, 5.7466
19928, 33.3033, 5.52771
19928, 30.9149, 4.87797
19928, 31.595, 6.64428
19928, 31.5201, 5.80822
19928, 31.9154, 5.12968
19928, 31.186, 7.34455
19928, 32.1424, 6.01993
19928, 31.8934, 5.05427
19928, 32.0028, 4.24976
19928, 31.166, 5.07572
19928, 31.687, 5.58073
19928, 33.4664, 5.24601
19928, 31.6649, 6.09085
19928, 31.0735, 5.30334
19928, 32.0725, 5.91039
19928, 32.0699, 5.8951
19928, 32.3505, 4.88113
19928, 32.2244, 6.99942
19928, 31.3821, 4.54306
19928, 31.4465, 5.97621
19928, 32.3915, 5.61918
19928, 33.2514, 7.09016
19928, 31.4744, 5.35052
19928, 30.8658, 5.08051
19928, 30.553, 6.36341
19928, 30.3043, 5.7278
19928, 32.4914, 5.26109
19928, 31.6602, 5.43663
19928, 31.9004, 4.41323
19928, 31.7333, 4.38668
19928, 31.8974, 5.54916
19928, 30.7191, 4.96225
19929, 32.4044, 5.51813
19929, 32.365, 5.8321
19929, 30.9721, 5.33404
19929, 33.1174, 7.73461
19929, 31.8523, 4.79489
19929, 30.5089, 5.85336
19929, 31.1286, 5.72729
19929, 30.522, 6.10129
19929, 31.4115, 6.00311
19929, 31.1492, 5.18814
19929, 32.4033, 5.97798
19929, 32.0254, 4.73368
19929, 32.0999, 7.30176
19929, 33.4635, 6.03588
19929, 31.9938, 5.45412
19929, 31.8251, 6.94532
19929, 33.0112, 5.54259
19929, 31.4004, 3.70658
19929, 32.4981, 4.75425
19929, 31.4049, 6.26946
19929, 31.5819, 4.62364
19929, 31.1335, 5.45717
19929, 33.382, 4.76923
19929, 31.8194, 5.53293
19929, 32.0551, 6.39907
19929, 31.0611, 4.31206
19929, 32.4557, 4.1185
19929, 32.7651, 5.43341
19929, 31.6493, 6.61044
19929, 31.6156, 6.99001
19929, 31.4351, 4.66305
19929, 32.8567, 5.31945
19929, 30.7749, 5.78694
19929, 31.9063, 5.61745
19929, 30.7817, 6.73242
19929, 32.3546, 6.11674
19929, 32.0246, 5.83715
19929, 31.3079, 5.26091
19929, 31.2549, 5.59822
19929, 32.0584, 6.26402
19929, 32.6781, 5.12147
19929, 31.9402, 6.29821
19929, 31.4219, 5.71037
19929, 31.9483, 6.11409
19929, 31.8681, 4.09379
19929, 30.6999, 6.24631
19929, 30.8178, 5.01079
19929, 32.4383, 4.93606
19929, 32.8719, 5.08988
19929, 31.3083, 6.19046
19929, 31.4198, 5.55837
19929, 32.9202, 6.26506
19929, 31.2084, 6.64704
19929, 31.2745, 5.04277
19929, 31.1934, 5.02179
19929, 32.585, 4.30086
19929, 32.8483, 5.49788
19929, 32.4836, 3.78978
19929, 31.952, 6.45019
19929, 30.566, 5.4245
19929, 31.3398, 5.63582
19929, 31.8503, 4.94754
19929, 30.8751, 3.76763
19929, 33.3633, 5.21697
19929, 30.653, 5.63398
19929, 29.993, 4.93393
19929, 31.7673, 6.16176
19929, 31.7973, 4.73552
19929, 31.5786, 5.49939
19929, 30.6146, 5.0446
19929, 31.0705, 7.14546
19929, 31.2156, 6.31755
19929, 31.7768, 5.25122
19929, 31.7076, 4.83419
19929, 32.2832, 6.07119
19929, 31.3292, 5.33687
19929, 31.8513, 6.86985
19929, 32.8157, 5.03679
19929, 32.4714, 5.88102
19929, 34.312, 5.99973
19929, 31.0168, 5.2561
19929, 31.6829, 6.0044
19929, 30.5926, 5.13316
19929, 32.2496, 7.01287
19929, 31.3039, 5.23907
19929, 32.1006, 6.05171
19929, 31.2478, 6.373
19929, 32.2149, 5.06997
19929, 31.7474, 6.49115
19929, 30.2638, 5.8198
19929, 32.6755, 4.86428
19929, 32.6383, 5.45147
19929, 31.545, 4.11181
19929, 32.7231, 6.76482
19929, 31.4798, 3.99987
19929, 30.7729, 7.05708
19929, 30.6671, 7.08938
19929, 32.5892, 5.28262
19929, 31.9942, 5.81305
